drive,fileextension,filename,filepath,fullpath,hostname,username
c,dll,packagestateroaming.dll,Windows\System32,c:\Windows\System32\packagestateroaming.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,configmanager2.dll,Windows\System32,c:\Windows\System32\configmanager2.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,f12appframe.dll,Windows\SysWOW64\F12,c:\Windows\SysWOW64\F12\f12appframe.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,cscobj.dll,Windows\System32,c:\Windows\System32\cscobj.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,windows.devices.humaninterfacedevice.dll,Windows\SysWOW64,c:\Windows\SysWOW64\windows.devices.humaninterfacedevice.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,setnetworklocation.dll,Windows\System32,c:\Windows\System32\setnetworklocation.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,DDORes.dll,Windows\System32,c:\Windows\System32\DDORes.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,azuresettingsyncprovider.dll,Windows\SysWOW64,c:\Windows\SysWOW64\azuresettingsyncprovider.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,WLanHC.dll,Windows\System32,c:\Windows\System32\WLanHC.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,chsroaming.dll,Windows\System32\inputmethod\CHS,c:\Windows\System32\inputmethod\CHS\chsroaming.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,sys,stexstor.sys,Windows\System32\drivers,c:\Windows\System32\drivers\stexstor.sys,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,imjpranker.dll,Windows\System32\IME\IMEJP,c:\Windows\System32\IME\IMEJP\imjpranker.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,combase.dll,Windows\System32,c:\Windows\System32\combase.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,eapsimextdesktop.dll,Windows\System32,c:\Windows\System32\eapsimextdesktop.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,windows.system.profile.platformdiagnosticsandusagedatasettings.dll,Windows\SysWOW64,c:\Windows\SysWOW64\windows.system.profile.platformdiagnosticsandusagedatasettings.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,rasmigplugin.dll,Windows\SysWOW64\setup,c:\Windows\SysWOW64\setup\rasmigplugin.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,nlmcim.dll,Windows\System32\wbem,c:\Windows\System32\wbem\nlmcim.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,mshtmled.dll,Windows\System32,c:\Windows\System32\mshtmled.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,sys,umbus.sys,Windows\System32\drivers,c:\Windows\System32\drivers\umbus.sys,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,cloudbackupsettings.dll,Windows\SysWOW64,c:\Windows\SysWOW64\cloudbackupsettings.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,exe,rundll32.exe,Windows\SysWOW64,c:\Windows\SysWOW64\rundll32.exe,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,editionupgradehelper.dll,Windows\System32,c:\Windows\System32\editionupgradehelper.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,sys,modem.sys,Windows\System32\drivers,c:\Windows\System32\drivers\modem.sys,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,fssprov.dll,Windows\System32,c:\Windows\System32\fssprov.dll,WL0003RHG,NT AUTHORITY\SYSTEM
C,dll,lpk.dll,Windows\System32,C:\Windows\System32\lpk.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,msi.dll,Windows\SysWOW64,c:\Windows\SysWOW64\msi.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,npmproxy.dll,Windows\System32,c:\Windows\System32\npmproxy.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,enterpriseappmgmtsvc.dll,Windows\System32,c:\Windows\System32\enterpriseappmgmtsvc.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,appreadiness.dll,Windows\System32,c:\Windows\System32\appreadiness.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,sys,rasl2tp.sys,Windows\System32\drivers,c:\Windows\System32\drivers\rasl2tp.sys,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,msmpeg2enc.dll,Windows\SysWOW64,c:\Windows\SysWOW64\msmpeg2enc.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,evr.dll,Windows\SysWOW64,c:\Windows\SysWOW64\evr.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,msaprofilenotificationhandler.dll,Windows\System32,c:\Windows\System32\msaprofilenotificationhandler.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,sys,bxfcoe.sys,Windows\System32\drivers,c:\Windows\System32\drivers\bxfcoe.sys,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,deviceelementsource.dll,Windows\System32,c:\Windows\System32\deviceelementsource.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,DLL,IMJPCLST.DLL,Windows\SysWOW64\IME\IMEJP\applets,c:\Windows\SysWOW64\IME\IMEJP\applets\IMJPCLST.DLL,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,activesynccsp.dll,Windows\System32,c:\Windows\System32\activesynccsp.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,windows.cortana.onecore.dll,Windows\System32,c:\Windows\System32\windows.cortana.onecore.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,telephonyinteractiveuser.dll,Windows\System32,c:\Windows\System32\telephonyinteractiveuser.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,sys,vhf.sys,Windows\System32\drivers,c:\Windows\System32\drivers\vhf.sys,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,chspinyinds.dll,Windows\System32\inputmethod\CHS,c:\Windows\System32\inputmethod\CHS\chspinyinds.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,mfds.dll,Windows\System32,c:\Windows\System32\mfds.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,rasmigplugin.dll,Windows\System32\setup,c:\Windows\System32\setup\rasmigplugin.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,msfeeds.dll,Windows\SysWOW64,c:\Windows\SysWOW64\msfeeds.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,exe,rundll32.exe,Windows\System32,c:\Windows\System32\rundll32.exe,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,windows.staterepository.dll,Windows\SysWOW64,c:\Windows\SysWOW64\windows.staterepository.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,DLL,WMVDECOD.DLL,Windows\SysWOW64,c:\Windows\SysWOW64\WMVDECOD.DLL,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,xmlprovi.dll,Windows\System32,c:\Windows\System32\xmlprovi.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,urlmon.dll,Windows\SysWOW64,c:\Windows\SysWOW64\urlmon.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,xblauthmanager.dll,Windows\System32,c:\Windows\System32\xblauthmanager.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,callbuttons.proxystub.dll,Windows\SysWOW64,c:\Windows\SysWOW64\callbuttons.proxystub.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,windows.devices.enumeration.dll,Windows\SysWOW64,c:\Windows\SysWOW64\windows.devices.enumeration.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,sys,kdnic.sys,Windows\System32\drivers,c:\Windows\System32\drivers\kdnic.sys,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,xblgamesave.dll,Windows\System32,c:\Windows\System32\xblgamesave.dll,WL0003RHG,NT AUTHORITY\SYSTEM
C,dll,InkObj.dll,Program Files\Common Files\Microsoft Shared\ink,C:\Program Files\Common Files\Microsoft Shared\ink\InkObj.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,wmiprov.dll,Windows\System32\wbem,c:\Windows\System32\wbem\wmiprov.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,speechuxcpl.dll,Windows\System32\Speech\SpeechUX,c:\Windows\System32\Speech\SpeechUX\speechuxcpl.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,xwreg.dll,Windows\System32,c:\Windows\System32\xwreg.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,adsmsext.dll,Windows\System32,c:\Windows\System32\adsmsext.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,sys,indirectkmd.sys,Windows\System32\drivers,c:\Windows\System32\drivers\indirectkmd.sys,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,termsrv.dll,Windows\System32,c:\Windows\System32\termsrv.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,wemsal_wmiprovider.dll,Windows\System32\wbem,c:\Windows\System32\wbem\wemsal_wmiprovider.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,scrrun.dll,Windows\SysWOW64,c:\Windows\SysWOW64\scrrun.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,licmgr10.dll,Windows\System32,c:\Windows\System32\licmgr10.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,sys,acpitime.sys,Windows\System32\drivers,c:\Windows\System32\drivers\acpitime.sys,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,colbact.dll,Windows\System32,c:\Windows\System32\colbact.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,shdocvw.dll,Windows\SysWOW64,c:\Windows\SysWOW64\shdocvw.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,windows.devices.pointofservice.dll,Windows\System32,c:\Windows\System32\windows.devices.pointofservice.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,settingmonitor.dll,Windows\System32,c:\Windows\System32\settingmonitor.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,dinput8.dll,Windows\SysWOW64,c:\Windows\SysWOW64\dinput8.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,msaatext.dll,Windows\SysWOW64,c:\Windows\SysWOW64\msaatext.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,onedrivesettingsyncprovider.dll,Windows\System32,c:\Windows\System32\onedrivesettingsyncprovider.dll,WL0003RHG,NT SERVICE\TrustedInstaller
c,dll,oleprn.dll,Windows\System32,c:\Windows\System32\oleprn.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,msflacencoder.dll,Windows\System32,c:\Windows\System32\msflacencoder.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,sys,scmbus.sys,Windows\System32\drivers,c:\Windows\System32\drivers\scmbus.sys,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,synccenter.dll,Windows\System32,c:\Windows\System32\synccenter.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,themecpl.dll,Windows\System32,c:\Windows\System32\themecpl.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,WlanMM.dll,Windows\System32,c:\Windows\System32\WlanMM.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,sys,Ucx01000.sys,Windows\System32\drivers,c:\Windows\System32\drivers\Ucx01000.sys,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,mscoree.dll,Windows\System32,c:\Windows\System32\mscoree.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,netprofm.dll,Windows\System32,c:\Windows\System32\netprofm.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,cryptsvc.dll,Windows\System32,c:\Windows\System32\cryptsvc.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,WwaApi.dll,Windows\System32,c:\Windows\System32\WwaApi.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,ChatApis.dll,Windows\System32,c:\Windows\System32\ChatApis.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,settingshandlers_signinoptions.dll,Windows\System32,c:\Windows\System32\settingshandlers_signinoptions.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,wuaueng.dll,Windows\System32,c:\Windows\System32\wuaueng.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,correngine.dll,Windows\System32,c:\Windows\System32\correngine.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,notificationcontroller.dll,Windows\System32,c:\Windows\System32\notificationcontroller.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,msamrnbencoder.dll,Windows\System32,c:\Windows\System32\msamrnbencoder.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,devquerybroker.dll,Windows\System32,c:\Windows\System32\devquerybroker.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,SYS,USBHUB3.SYS,Windows\System32\drivers,c:\Windows\System32\drivers\USBHUB3.SYS,WL0003RHG,NT AUTHORITY\SYSTEM
c,sys,errdev.sys,Windows\System32\drivers,c:\Windows\System32\drivers\errdev.sys,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,dmcsps.dll,Windows\System32,c:\Windows\System32\dmcsps.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,wavemsp.dll,Windows\SysWOW64,c:\Windows\SysWOW64\wavemsp.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,sys,vmbus.sys,Windows\System32\drivers,c:\Windows\System32\drivers\vmbus.sys,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,smartcardbackgroundpolicy.dll,Windows\System32,c:\Windows\System32\smartcardbackgroundpolicy.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,hascsp.dll,Windows\System32,c:\Windows\System32\hascsp.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,iertutil.dll,Windows\SysWOW64,c:\Windows\SysWOW64\iertutil.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,winrttracing.dll,Windows\System32,c:\Windows\System32\winrttracing.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,windows.internal.ui.logon.proxystub.dll,Windows\System32,c:\Windows\System32\windows.internal.ui.logon.proxystub.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,sys,afd.sys,Windows\System32\drivers,c:\Windows\System32\drivers\afd.sys,WL0003RHG,NT AUTHORITY\SYSTEM
c,sys,kbdhid.sys,Windows\System32\drivers,c:\Windows\System32\drivers\kbdhid.sys,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,devicepairingproxy.dll,Windows\System32,c:\Windows\System32\devicepairingproxy.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,mprdim.dll,Windows\System32,c:\Windows\System32\mprdim.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,msrle32.dll,Windows\SysWOW64,c:\Windows\SysWOW64\msrle32.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,imesearchdll.dll,Windows\System32\IME\SHARED,c:\Windows\System32\IME\SHARED\imesearchdll.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,windows.devices.smartcards.phone.dll,Windows\System32,c:\Windows\System32\windows.devices.smartcards.phone.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,netttcim.dll,Windows\System32\wbem,c:\Windows\System32\wbem\netttcim.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,iscsiwmi.dll,Windows\SysWOW64,c:\Windows\SysWOW64\iscsiwmi.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,sys,mrxsmb20.sys,Windows\System32\drivers,c:\Windows\System32\drivers\mrxsmb20.sys,WL0003RHG,NT AUTHORITY\SYSTEM
C,dll,sechost.dll,Windows\System32,C:\Windows\System32\sechost.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,voiceactivationmanager.dll,Windows\System32,c:\Windows\System32\voiceactivationmanager.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,ocx,hhctrl.ocx,Windows\System32,c:\Windows\System32\hhctrl.ocx,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,wlangpui.dll,Windows\System32,c:\Windows\System32\wlangpui.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,sys,ql40xx2i.sys,Windows\System32\drivers,c:\Windows\System32\drivers\ql40xx2i.sys,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,jscript9.dll,Windows\SysWOW64,c:\Windows\SysWOW64\jscript9.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,sys,storqosflt.sys,Windows\System32\drivers,c:\Windows\System32\drivers\storqosflt.sys,WL0003RHG,NT AUTHORITY\SYSTEM
c,DLL,IMJPDAPI.DLL,Windows\SysWOW64\IME\IMEJP,c:\Windows\SysWOW64\IME\IMEJP\IMJPDAPI.DLL,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,mswb70404.dll,Windows\System32,c:\Windows\System32\mswb70404.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,pnpui.dll,Windows\System32,c:\Windows\System32\pnpui.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,spsreng_onecore.dll,Windows\System32\speech_onecore\Engines\SR,c:\Windows\System32\speech_onecore\Engines\SR\spsreng_onecore.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,DLL,IMJKAPI.DLL,Windows\SysWOW64\IME\SHARED,c:\Windows\SysWOW64\IME\SHARED\IMJKAPI.DLL,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,imecfmps.dll,Windows\SysWOW64\IME\SHARED,c:\Windows\SysWOW64\IME\SHARED\imecfmps.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,vdsvd.dll,Windows\System32,c:\Windows\System32\vdsvd.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,execmodelclient.dll,Windows\SysWOW64,c:\Windows\SysWOW64\execmodelclient.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,cpl,timedate.cpl,Windows\System32,c:\Windows\System32\timedate.cpl,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,chtquickds.dll,Windows\System32\inputmethod\CHT,c:\Windows\System32\inputmethod\CHT\chtquickds.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,sys,tcpipreg.sys,Windows\System32\drivers,c:\Windows\System32\drivers\tcpipreg.sys,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,inetcomm.dll,Windows\System32,c:\Windows\System32\inetcomm.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,zipfldr.dll,Windows\System32,c:\Windows\System32\zipfldr.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,windows.system.profile.retailinfo.dll,Windows\System32,c:\Windows\System32\windows.system.profile.retailinfo.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,dlnashext.dll,Windows\SysWOW64,c:\Windows\SysWOW64\dlnashext.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,DLL,MSCAND20.DLL,Windows\SysWOW64\IME\SHARED,c:\Windows\SysWOW64\IME\SHARED\MSCAND20.DLL,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,pnidui.dll,Windows\System32,c:\Windows\System32\pnidui.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,sys,mpsdrv.sys,Windows\System32\drivers,c:\Windows\System32\drivers\mpsdrv.sys,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,rdpencom.dll,Windows\System32,c:\Windows\System32\rdpencom.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,mfc42u.dll,Windows\System32,c:\Windows\System32\mfc42u.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,mfaudiocnv.dll,Windows\SysWOW64,c:\Windows\SysWOW64\mfaudiocnv.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,ieproxy.dll,Windows\SysWOW64,c:\Windows\SysWOW64\ieproxy.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,spsrx.dll,Windows\System32\Speech\Engines\SR,c:\Windows\System32\Speech\Engines\SR\spsrx.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,qedit.dll,Windows\SysWOW64,c:\Windows\SysWOW64\qedit.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,windows.ui.core.textinput.dll,Windows\SysWOW64,c:\Windows\SysWOW64\windows.ui.core.textinput.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,taskschdps.dll,Windows\SysWOW64,c:\Windows\SysWOW64\taskschdps.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,wpdbusenum.dll,Windows\System32,c:\Windows\System32\wpdbusenum.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,sys,scmdisk0101.sys,Windows\System32\drivers,c:\Windows\System32\drivers\scmdisk0101.sys,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,mbsmsapi.dll,Windows\SysWOW64,c:\Windows\SysWOW64\mbsmsapi.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,sys,megasas.sys,Windows\System32\drivers,c:\Windows\System32\drivers\megasas.sys,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,licensingcsp.dll,Windows\System32,c:\Windows\System32\licensingcsp.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,cloudexperiencehostuser.dll,Windows\System32,c:\Windows\System32\cloudexperiencehostuser.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,sys,acpi.sys,Windows\System32\drivers,c:\Windows\System32\drivers\acpi.sys,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,windows.devices.custom.ps.dll,Windows\SysWOW64,c:\Windows\SysWOW64\windows.devices.custom.ps.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,devicepairing.dll,Windows\SysWOW64,c:\Windows\SysWOW64\devicepairing.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,sys,elxstor.sys,Windows\System32\drivers,c:\Windows\System32\drivers\elxstor.sys,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,mfmediaengine.dll,Windows\System32,c:\Windows\System32\mfmediaengine.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,storagecontexthandler.dll,Windows\System32,c:\Windows\System32\storagecontexthandler.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,dfshim.dll,Windows\System32,c:\Windows\System32\dfshim.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,sys,ucmtcpcicx.sys,Windows\System32\drivers,c:\Windows\System32\drivers\ucmtcpcicx.sys,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,appidsvc.dll,Windows\System32,c:\Windows\System32\appidsvc.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,wsdscanproxy.dll,Windows\System32,c:\Windows\System32\wsdscanproxy.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,windows.energy.dll,Windows\SysWOW64,c:\Windows\SysWOW64\windows.energy.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,windows.media.speech.dll,Windows\System32,c:\Windows\System32\windows.media.speech.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,windows.devices.perception.dll,Windows\System32,c:\Windows\System32\windows.devices.perception.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,AudioEng.dll,Windows\System32,c:\Windows\System32\AudioEng.dll,WL0003RHG,NT AUTHORITY\SYSTEM
C,dll,usbmon.dll,Windows\System32,C:\Windows\System32\usbmon.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,sys,ialpssi_i2c.sys,Windows\System32\drivers,c:\Windows\System32\drivers\ialpssi_i2c.sys,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,wdi.dll,Windows\System32,c:\Windows\System32\wdi.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,DLL,WMADMOD.DLL,Windows\System32,c:\Windows\System32\WMADMOD.DLL,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,dnsclientcim.dll,Windows\System32\wbem,c:\Windows\System32\wbem\dnsclientcim.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,lsm.dll,Windows\System32,c:\Windows\System32\lsm.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,sys,AppVStrm.sys,Windows\System32\drivers,c:\Windows\System32\drivers\AppVStrm.sys,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,mshtml.dll,Windows\System32,c:\Windows\System32\mshtml.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,sys,intelpep.sys,Windows\System32\drivers,c:\Windows\System32\drivers\intelpep.sys,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,ntevt.dll,Windows\System32\wbem,c:\Windows\System32\wbem\ntevt.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,mstsmhst.dll,Windows\System32,c:\Windows\System32\mstsmhst.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,netlogon.dll,Windows\System32,c:\Windows\System32\netlogon.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,winsyncproviders.dll,Windows\System32,c:\Windows\System32\winsyncproviders.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,devicepairingfolder.dll,Windows\System32,c:\Windows\System32\devicepairingfolder.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,walletbackgroundserviceproxy.dll,Windows\System32,c:\Windows\System32\walletbackgroundserviceproxy.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,ocx,dmview.ocx,Windows\System32,c:\Windows\System32\dmview.ocx,WL0003RHG,NT AUTHORITY\SYSTEM
c,sys,cdrom.sys,Windows\System32\drivers,c:\Windows\System32\drivers\cdrom.sys,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,msctfui.dll,Windows\System32,c:\Windows\System32\msctfui.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,windows.devices.wifidirect.dll,Windows\System32,c:\Windows\System32\windows.devices.wifidirect.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,gcdef.dll,Windows\SysWOW64,c:\Windows\SysWOW64\gcdef.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,sys,swenum.sys,Windows\System32\drivers,c:\Windows\System32\drivers\swenum.sys,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,mswsock.dll,Windows\System32,c:\Windows\System32\mswsock.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,sys,WUDFPf.sys,Windows\System32\drivers,c:\Windows\System32\drivers\WUDFPf.sys,WL0003RHG,NT AUTHORITY\SYSTEM
c,drv,msacm32.drv,Windows\System32,c:\Windows\System32\msacm32.drv,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,winrssrv.dll,Windows\System32,c:\Windows\System32\winrssrv.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,odbcconf.dll,Windows\SysWOW64,c:\Windows\SysWOW64\odbcconf.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,sud.dll,Windows\System32,c:\Windows\System32\sud.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,sdndiagnosticsprovider.dll,Windows\System32\wbem,c:\Windows\System32\wbem\sdndiagnosticsprovider.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,resampledmo.dll,Windows\System32,c:\Windows\System32\resampledmo.dll,WL0003RHG,NT AUTHORITY\SYSTEM
c,dll,adoberfp.dll,program files (x86)\Adobe\acrobat reader dc\Reader,c:\program files (x86)\Adobe\acrobat reader dc\Reader\adoberfp.dll,WL0003RHG,NT AUTHORITY\SYSTEM
