hostname,modulename,modulepath
WE0005OFU,TDI.SYS,C:\Windows\system32\DRIVERS\
WE0005OFU,tcpip.sys,C:\Windows\System32\drivers\
WE0005OFU,AgileVpn.sys,C:\Windows\system32\DRIVERS\
WE0005OFU,cng.sys,C:\Windows\System32\Drivers\
WE0005OFU,srv2.sys,C:\Windows\System32\DRIVERS\
WE0005OFU,msrpc.sys,C:\Windows\System32\Drivers\
WE0005OFU,ndistapi.sys,C:\Windows\system32\DRIVERS\
WE0005OFU,WDFLDR.SYS,C:\Windows\system32\drivers\
WE0005OFU,VBoxGuest.sys,C:\Windows\system32\DRIVERS\
WE0005OFU,termdd.sys,C:\Windows\system32\DRIVERS\
WE0005OFU,ksecpkg.sys,C:\Windows\System32\Drivers\
WE0005OFU,atapi.sys,C:\Windows\system32\drivers\
WE0005OFU,afd.sys,C:\Windows\system32\drivers\
WE0005OFU,pcw.sys,C:\Windows\System32\drivers\
WE0005OFU,mpsdrv.sys,C:\Windows\System32\drivers\
WE0005OFU,csc.sys,C:\Windows\system32\drivers\
WE0005OFU,wanarp.sys,C:\Windows\system32\DRIVERS\
WE0005OFU,mup.sys,C:\Windows\System32\Drivers\
WE0005OFU,pacer.sys,C:\Windows\system32\DRIVERS\
WE0005OFU,discache.sys,C:\Windows\System32\drivers\
WE0005OFU,CLASSPNP.SYS,C:\Windows\system32\drivers\
WE0005OFU,Npfs.SYS,C:\Windows\System32\Drivers\
WE0005OFU,Msfs.SYS,C:\Windows\System32\Drivers\
WE0005OFU,ndis.sys,C:\Windows\system32\drivers\
WE0005OFU,netbt.sys,C:\Windows\System32\DRIVERS\
WE0005OFU,dump_dumpfve.sys,C:\Windows\System32\Drivers\
WE0005OFU,mrxsmb10.sys,C:\Windows\system32\DRIVERS\
WE0005OFU,VIDEOPRT.SYS,C:\Windows\System32\drivers\
WE0005OFU,Wdf01000.sys,C:\Windows\system32\drivers\
WE0005OFU,i8042prt.sys,C:\Windows\system32\DRIVERS\
WE0005OFU,srvnet.sys,C:\Windows\System32\DRIVERS\
WE0005OFU,vga.sys,C:\Windows\System32\drivers\
WE0005OFU,VBoxDisp.dll,C:\Windows\System32\
WE0005OFU,amdxata.sys,C:\Windows\system32\drivers\
WE0005OFU,disk.sys,C:\Windows\system32\drivers\
WE0005OFU,CompositeBus.sys,C:\Windows\system32\DRIVERS\
WE0005OFU,srv.sys,C:\Windows\System32\DRIVERS\
WE0005OFU,nsiproxy.sys,C:\Windows\system32\drivers\
WE0005OFU,monitor.sys,C:\Windows\system32\DRIVERS\
WE0005OFU,tunnel.sys,C:\Windows\system32\DRIVERS\
WE0005OFU,Dxapi.sys,C:\Windows\System32\drivers\
WE0005OFU,rdbss.sys,C:\Windows\system32\DRIVERS\
WE0005OFU,usbhub.sys,C:\Windows\system32\DRIVERS\
WE0005OFU,HTTP.sys,C:\Windows\system32\drivers\
WE0005OFU,mcupdate.dll,C:\Windows\system32\mcupdate_Genu
WE0005OFU,HIDPARSE.SYS,C:\Windows\system32\DRIVERS\
WE0005OFU,swenum.sys,C:\Windows\system32\DRIVERS\
WE0005OFU,Null.SYS,C:\Windows\System32\Drivers\
WE0005OFU,hwpolicy.sys,C:\Windows\System32\drivers\
WE0005OFU,HDAudBus.sys,C:\Windows\system32\DRIVERS\
WE0005OFU,ksthunk.sys,C:\Windows\system32\drivers\
WE0005OFU,vdrvroot.sys,C:\Windows\system32\drivers\
WE0005OFU,VBoxMouse.sys,C:\Windows\system32\DRIVERS\
WE0005OFU,rdpencdd.sys,C:\Windows\system32\drivers\
WE0005OFU,tdx.sys,C:\Windows\system32\DRIVERS\
WE0005OFU,intelppm.sys,C:\Windows\system32\DRIVERS\
WE0005OFU,rdyboost.sys,C:\Windows\System32\drivers\
WE0005OFU,ksecdd.sys,C:\Windows\System32\Drivers\
WE0005OFU,CLFS.SYS,C:\Windows\system32\
WE0005OFU,Beep.SYS,C:\Windows\System32\Drivers\
WE0005OFU,mssmbios.sys,C:\Windows\system32\DRIVERS\
WE0005OFU,RDPCDD.sys,C:\Windows\System32\DRIVERS\
WE0005OFU,PCIIDEX.SYS,C:\Windows\system32\drivers\
WE0005OFU,wfplwf.sys,C:\Windows\system32\DRIVERS\
WE0005OFU,rassstp.sys,C:\Windows\system32\DRIVERS\
WE0005OFU,mrxsmb20.sys,C:\Windows\system32\DRIVERS\
WE0005OFU,rdprefmp.sys,C:\Windows\system32\drivers\
WE0005OFU,mouhid.sys,C:\Windows\system32\DRIVERS\
WE0005OFU,portcls.sys,C:\Windows\system32\drivers\
WE0005OFU,umbus.sys,C:\Windows\system32\DRIVERS\
WE0005OFU,volsnap.sys,C:\Windows\system32\drivers\
WE0005OFU,USBPORT.SYS,C:\Windows\system32\DRIVERS\
WE0005OFU,msahci.sys,C:\Windows\system32\drivers\
WE0005OFU,dump_pciidex.sys,C:\Windows\System32\Drivers\
WE0005OFU,CmBatt.sys,C:\Windows\system32\DRIVERS\
WE0005OFU,mountmgr.sys,C:\Windows\System32\drivers\
WE0005OFU,fwpkclnt.sys,C:\Windows\System32\drivers\
WE0005OFU,drmk.sys,C:\Windows\system32\drivers\
WE0005OFU,dfsc.sys,C:\Windows\System32\Drivers\
WE0005OFU,TSDDD.dll,C:\Windows\System32\
WE0005OFU,watchdog.sys,C:\Windows\System32\drivers\
WE0005OFU,mouclass.sys,C:\Windows\system32\DRIVERS\
WE0005OFU,raspptp.sys,C:\Windows\system32\DRIVERS\
WE0005OFU,ndiswan.sys,C:\Windows\system32\DRIVERS\
WE0005OFU,fileinfo.sys,C:\Windows\system32\drivers\
WE0005OFU,WMILIB.SYS,C:\Windows\system32\drivers\
WE0005OFU,VBoxSF.sys,C:\Windows\System32\drivers\
WE0005OFU,dxg.sys,C:\Windows\System32\drivers\
WE0005OFU,kbdclass.sys,C:\Windows\system32\DRIVERS\
WE0005OFU,hidusb.sys,C:\Windows\system32\DRIVERS\
WE0005OFU,VBoxVideo.sys,C:\Windows\system32\DRIVERS\
WE0005OFU,CI.dll,C:\Windows\system32\
WE0005OFU,pci.sys,C:\Windows\system32\drivers\
WE0005OFU,PSHED.dll,C:\Windows\system32\
WE0005OFU,win32k.sys,C:\Windows\System32\
WE0005OFU,netbios.sys,C:\Windows\system32\DRIVERS\
WE0005OFU,rasl2tp.sys,C:\Windows\system32\DRIVERS\
WE0005OFU,crashdmp.sys,C:\Windows\System32\Drivers\
WE0005OFU,BATTC.SYS,C:\Windows\system32\DRIVERS\
WE0005OFU,raspppoe.sys,C:\Windows\system32\DRIVERS\
WE0005OFU,USBD.SYS,C:\Windows\system32\DRIVERS\
WE0005OFU,volmgrx.sys,C:\Windows\System32\drivers\
WE0005OFU,ataport.SYS,C:\Windows\system32\drivers\
WE0005OFU,tcpipreg.sys,C:\Windows\System32\drivers\
WE0005OFU,blbdrive.sys,C:\Windows\system32\DRIVERS\
WE0005OFU,fltmgr.sys,C:\Windows\system32\drivers\
WE0005OFU,spldr.sys,C:\Windows\System32\Drivers\
WL0003RHG,CI.dll,C:\Windows\system32\
WL0003RHG,ksecpkg.sys,C:\Windows\System32\Drivers\
WL0003RHG,NdisVirtualBus.sys,C:\Windows\System32\drivers\
WL0003RHG,monitor.sys,C:\Windows\System32\drivers\
WL0003RHG,RDPUDD.dll,C:\Windows\System32\
WL0003RHG,acpiex.sys,C:\Windows\System32\Drivers\
WL0003RHG,EhStorClass.sys,C:\Windows\System32\drivers\
WL0003RHG,WindowsTrustedRT.sys,C:\Windows\system32\drivers\
WL0003RHG,ACPI.sys,C:\Windows\System32\drivers\
WL0003RHG,partmgr.sys,C:\Windows\System32\drivers\
WL0003RHG,ksecdd.sys,C:\Windows\System32\drivers\
WL0003RHG,terminpt.sys,C:\Windows\System32\drivers\
WL0003RHG,kdcom.dll,C:\Windows\system
WL0003RHG,Fs_Rec.sys,C:\Windows\System32\Drivers\
WL0003RHG,tunnel.sys,C:\Windows\System32\drivers\
WL0003RHG,registry.sys,C:\Windows\System32\drivers\
WL0003RHG,Wdf01000.sys,C:\Windows\system32\drivers\
WL0003RHG,sacdrv.sys,C:\Windows\system32\DRIVERS\
WL0003RHG,NETIO.SYS,C:\Windows\system32\DRIVERS\
WL0003RHG,kdnic.sys,C:\Windows\System32\drivers\
WL0003RHG,tbs.sys,C:\Windows\system32\drivers\
WL0003RHG,srvnet.sys,C:\Windows\System32\DRIVERS\
WL0003RHG,afd.sys,C:\Windows\system32\drivers\
WL0003RHG,cng.sys,C:\Windows\System32\drivers\
WL0003RHG,rdpbus.sys,C:\Windows\System32\drivers\
WL0003RHG,luafv.sys,C:\Windows\system32\drivers\
WL0003RHG,storqosflt.sys,C:\Windows\system32\drivers\
WL0003RHG,Wof.sys,C:\Windows\System32\Drivers\
WL0003RHG,pvpanic.sys,C:\Windows\System32\drivers\
WL0003RHG,mouclass.sys,C:\Windows\System32\drivers\
WL0003RHG,CLFS.SYS,C:\Windows\System32\drivers\
WL0003RHG,dump_storport.sys,C:\Windows\System32\Drivers\
WL0003RHG,pci.sys,C:\Windows\System32\drivers\
WL0003RHG,spaceport.sys,C:\Windows\System32\drivers\
WL0003RHG,wcifs.sys,C:\Windows\system32\drivers\
WL0003RHG,WMILIB.SYS,C:\Windows\System32\drivers\
WL0003RHG,FLTMGR.SYS,C:\Windows\System32\drivers\
WL0003RHG,srv.sys,C:\Windows\System32\DRIVERS\
WL0003RHG,intelpep.sys,C:\Windows\System32\drivers\
WL0003RHG,WdFilter.sys,C:\Windows\system32\drivers\
WL0003RHG,CompositeBus.sys,C:\Windows\System32\DriverStore\FileRepository\compositebus.inf_amd64_a140581a8f8b58b7\
WL0003RHG,gpuenergydrv.sys,C:\Windows\System32\drivers\
WL0003RHG,ntosext.sys,C:\Windows\System32\drivers\
WL0003RHG,mountmgr.sys,C:\Windows\System32\drivers\
WL0003RHG,mpsdrv.sys,C:\Windows\System32\drivers\
WL0003RHG,fwpkclnt.sys,C:\Windows\System32\drivers\
WL0003RHG,swenum.sys,C:\Windows\System32\drivers\
WL0003RHG,volmgrx.sys,C:\Windows\System32\drivers\
WL0003RHG,rspndr.sys,C:\Windows\system32\drivers\
WL0003RHG,ntoskrnl.exe,C:\Windows\system32\
WL0003RHG,serenum.sys,C:\Windows\System32\drivers\
WL0003RHG,mup.sys,C:\Windows\System32\Drivers\
WL0003RHG,nsiproxy.sys,C:\Windows\system32\drivers\
WL0003RHG,npsvctrig.sys,C:\Windows\System32\drivers\
WL0003RHG,tm.sys,C:\Windows\System32\drivers\
WL0003RHG,WindowsTrustedRTProxy.sys,C:\Windows\System32\drivers\
WL0003RHG,mssmbios.sys,C:\Windows\System32\drivers\
WL0003RHG,TSDDD.dll,C:\Windows\System32\
WL0003RHG,filecrypt.sys,C:\Windows\system32\drivers\
WL0003RHG,watchdog.sys,C:\Windows\System32\drivers\
WL0003RHG,volsnap.sys,C:\Windows\System32\drivers\
WL0003RHG,dxgmms2.sys,C:\Windows\System32\drivers\
WL0003RHG,vdrvroot.sys,C:\Windows\System32\drivers\
WL0003RHG,tcpipreg.sys,C:\Windows\System32\drivers\
WL0003RHG,PSHED.dll,C:\Windows\system32\
WL0003RHG,storport.sys,C:\Windows\System32\drivers\
WL0003RHG,CEA.sys,C:\Windows\system32\drivers\
WL0003RHG,rdbss.sys,C:\Windows\system32\DRIVERS\
WL0003RHG,clipsp.sys,C:\Windows\System32\drivers\
WL0003RHG,cmimcext.sys,C:\Windows\System32\drivers\
WL0003RHG,ks.sys,C:\Windows\System32\drivers\
WL0003RHG,rdpdr.sys,C:\Windows\System32\drivers\
WL0003RHG,srv2.sys,C:\Windows\System32\DRIVERS\
WL0003RHG,WppRecorder.sys,C:\Windows\System32\Drivers\
WL0003RHG,HTTP.sys,C:\Windows\system32\drivers\
WL0003RHG,crashdmp.sys,C:\Windows\System32\Drivers\
WL0003RHG,mrxsmb.sys,C:\Windows\system32\DRIVERS\
WL0003RHG,peauth.sys,C:\Windows\system32\drivers\
WL0003RHG,rdpvideominiport.sys,C:\Windows\System32\drivers\
WL0003RHG,msisadrv.sys,C:\Windows\System32\drivers\
WL0003RHG,cdd.dll,C:\Windows\System32\
WL0003RHG,WDFLDR.SYS,C:\Windows\system32\drivers\
WL0003RHG,win32kbase.sys,C:\Windows\System32\
WL0003RHG,mcupdate.dll,C:\Windows\system32\mcupdate_Genu
WL0003RHG,Msfs.SYS,C:\Windows\System32\Drivers\
WL0003RHG,msrpc.sys,C:\Windows\System32\drivers\
WL0003RHG,tcpip.sys,C:\Windows\System32\drivers\
WL0003RHG,CLASSPNP.SYS,C:\Windows\System32\drivers\
WL0003RHG,volmgr.sys,C:\Windows\System32\drivers\
WL0003RHG,dfsc.sys,C:\Windows\System32\Drivers\
WL0003RHG,i8042prt.sys,C:\Windows\System32\drivers\
WL0003RHG,BasicDisplay.sys,C:\Windows\System32\drivers\
WL0003RHG,wfplwfs.sys,C:\Windows\System32\drivers\
WL0003RHG,disk.sys,C:\Windows\System32\drivers\
WL0003RHG,hal.dll,C:\Windows\system32\
WL0003RHG,mslldp.sys,C:\Windows\system32\drivers\
WL0003RHG,BOOTVID.dll,C:\Windows\system32\
WL0003RHG,netbios.sys,C:\Windows\system32\drivers\
WL0003RHG,dump_vioscsi.sys,C:\Windows\System32\Drivers\
WL0003RHG,pdc.sys,C:\Windows\system32\drivers\
WL0003RHG,Null.SYS,C:\Windows\System32\Drivers\
WL0003RHG,tdx.sys,C:\Windows\system32\DRIVERS\
WL0003RHG,BasicRender.sys,C:\Windows\System32\drivers\
WL0003RHG,ahcache.sys,C:\Windows\system32\DRIVERS\
WL0003RHG,lltdio.sys,C:\Windows\system32\drivers\
WL0003RHG,win32kfull.sys,C:\Windows\System32\
WL0003RHG,vioscsi.sys,C:\Windows\System32\drivers\
WL0003RHG,mmcss.sys,C:\Windows\system32\drivers\
WL0003RHG,mrxsmb10.sys,C:\Windows\system32\DRIVERS\
WL0003RHG,dxgkrnl.sys,C:\Windows\System32\drivers\
WL0003RHG,TDI.SYS,C:\Windows\system32\DRIVERS\
WL0003RHG,NDIS.SYS,C:\Windows\system32\DRIVERS\
WL0003RHG,pcw.sys,C:\Windows\System32\drivers\
WL0003RHG,netbt.sys,C:\Windows\System32\DRIVERS\
WL0003RHG,Npfs.SYS,C:\Windows\System32\Drivers\
WL0003RHG,netkvm.sys,C:\Windows\System32\drivers\
WL0003RHG,serial.sys,C:\Windows\System32\drivers\
WL0003RHG,condrv.sys,C:\Windows\System32\drivers\
WL0003RHG,umbus.sys,C:\Windows\System32\drivers\
WL0003RHG,win32k.sys,C:\Windows\System32\
WL0003RHG,bowser.sys,C:\Windows\system32\DRIVERS\
WL0003RHG,HIDPARSE.SYS,C:\Windows\System32\drivers\
WL0003RHG,intelppm.sys,C:\Windows\System32\drivers\
WL0003RHG,kbdclass.sys,C:\Windows\System32\drivers\
WL0003RHG,pacer.sys,C:\Windows\System32\drivers\
WL0003RHG,werkernel.sys,C:\Windows\System32\drivers\
WL0003RHG,NTFS.sys,C:\Windows\System32\Drivers\
WL0003RHG,mrxsmb20.sys,C:\Windows\system32\DRIVERS\
WL0003RHG,volume.sys,C:\Windows\System32\drivers\
WL0003RYA,Fs_Rec.sys,C:\Windows\System32\Drivers\
WL0003RYA,vdrvroot.sys,C:\Windows\System32\drivers\
WL0003RYA,mrxsmb20.sys,C:\Windows\system32\DRIVERS\
WL0003RYA,WindowsTrustedRTProxy.sys,C:\Windows\System32\drivers\
WL0003RYA,dump_storport.sys,C:\Windows\System32\Drivers\
WL0003RYA,netkvm.sys,C:\Windows\System32\drivers\
WL0003RYA,ahcache.sys,C:\Windows\system32\DRIVERS\
WL0003RYA,cng.sys,C:\Windows\System32\drivers\
WL0003RYA,dump_vioscsi.sys,C:\Windows\System32\Drivers\
WL0003RYA,nsiproxy.sys,C:\Windows\system32\drivers\
WL0003RYA,WppRecorder.sys,C:\Windows\System32\Drivers\
WL0003RYA,EhStorClass.sys,C:\Windows\System32\drivers\
WL0003RYA,mpsdrv.sys,C:\Windows\System32\drivers\
WL0003RYA,TDI.SYS,C:\Windows\system32\DRIVERS\
WL0003RYA,RDPUDD.dll,C:\Windows\System32\
WL0003RYA,mup.sys,C:\Windows\System32\Drivers\
WL0003RYA,dfsc.sys,C:\Windows\System32\Drivers\
WL0003RYA,cdd.dll,C:\Windows\System32\
WL0003RYA,luafv.sys,C:\Windows\system32\drivers\
WL0003RYA,storqosflt.sys,C:\Windows\system32\drivers\
WL0003RYA,msisadrv.sys,C:\Windows\System32\drivers\
WL0003RYA,terminpt.sys,C:\Windows\System32\drivers\
WL0003RYA,mmcss.sys,C:\Windows\system32\drivers\
WL0003RYA,tunnel.sys,C:\Windows\System32\drivers\
WL0003RYA,dxgmms2.sys,C:\Windows\System32\drivers\
WL0003RYA,WDFLDR.SYS,C:\Windows\system32\drivers\
WL0003RYA,mrxsmb10.sys,C:\Windows\system32\DRIVERS\
WL0003RYA,BOOTVID.dll,C:\Windows\system32\
WL0003RYA,CompositeBus.sys,C:\Windows\System32\DriverStore\FileRepository\compositebus.inf_amd64_a140581a8f8b58b7\
WL0003RYA,partmgr.sys,C:\Windows\System32\drivers\
WL0003RYA,intelppm.sys,C:\Windows\System32\drivers\
WL0003RYA,volmgrx.sys,C:\Windows\System32\drivers\
WL0003RYA,sacdrv.sys,C:\Windows\system32\DRIVERS\
WL0003RYA,Npfs.SYS,C:\Windows\System32\Drivers\
WL0003RYA,acpiex.sys,C:\Windows\System32\Drivers\
WL0003RYA,monitor.sys,C:\Windows\System32\drivers\
WL0003RYA,pacer.sys,C:\Windows\System32\drivers\
WL0003RYA,win32kfull.sys,C:\Windows\System32\
WL0003RYA,BasicDisplay.sys,C:\Windows\System32\drivers\
WL0003RYA,msrpc.sys,C:\Windows\System32\drivers\
WL0003RYA,Wdf01000.sys,C:\Windows\system32\drivers\
WL0003RYA,registry.sys,C:\Windows\System32\drivers\
WL0003RYA,kdnic.sys,C:\Windows\System32\drivers\
WL0003RYA,mrxsmb.sys,C:\Windows\system32\DRIVERS\
WL0003RYA,ACPI.sys,C:\Windows\System32\drivers\
WL0003RYA,volmgr.sys,C:\Windows\System32\drivers\
WL0003RYA,srv.sys,C:\Windows\System32\DRIVERS\
WL0003RYA,NDIS.SYS,C:\Windows\system32\DRIVERS\
WL0003RYA,NTFS.sys,C:\Windows\System32\Drivers\
WL0003RYA,i8042prt.sys,C:\Windows\System32\drivers\
WL0003RYA,ksecdd.sys,C:\Windows\System32\drivers\
WL0003RYA,filecrypt.sys,C:\Windows\system32\drivers\
WL0003RYA,intelpep.sys,C:\Windows\System32\drivers\
WL0003RYA,mountmgr.sys,C:\Windows\System32\drivers\
WL0003RYA,umbus.sys,C:\Windows\System32\drivers\
WL0003RYA,tdx.sys,C:\Windows\system32\DRIVERS\
WL0003RYA,wcifs.sys,C:\Windows\system32\drivers\
WL0003RYA,CI.dll,C:\Windows\system32\
WL0003RYA,ksecpkg.sys,C:\Windows\System32\Drivers\
WL0003RYA,tm.sys,C:\Windows\System32\drivers\
WL0003RYA,rdpbus.sys,C:\Windows\System32\drivers\
WL0003RYA,NdisVirtualBus.sys,C:\Windows\System32\drivers\
WL0003RYA,pci.sys,C:\Windows\System32\drivers\
WL0003RYA,swenum.sys,C:\Windows\System32\drivers\
WL0003RYA,serenum.sys,C:\Windows\System32\drivers\
WL0003RYA,CLFS.SYS,C:\Windows\System32\drivers\
WL0003RYA,srv2.sys,C:\Windows\System32\DRIVERS\
WL0003RYA,cmimcext.sys,C:\Windows\System32\drivers\
WL0003RYA,mcupdate.dll,C:\Windows\system32\mcupdate_Genu
WL0003RYA,ntoskrnl.exe,C:\Windows\system32\
WL0003RYA,WdFilter.sys,C:\Windows\system32\drivers\
WL0003RYA,CEA.sys,C:\Windows\system32\drivers\
WL0003RYA,vioscsi.sys,C:\Windows\System32\drivers\
WL0003RYA,WMILIB.SYS,C:\Windows\System32\drivers\
WL0003RYA,rdpdr.sys,C:\Windows\System32\drivers\
WL0003RYA,volsnap.sys,C:\Windows\System32\drivers\
WL0003RYA,netbt.sys,C:\Windows\System32\DRIVERS\
WL0003RYA,dxgkrnl.sys,C:\Windows\System32\drivers\
WL0003RYA,TSDDD.dll,C:\Windows\System32\
WL0003RYA,afd.sys,C:\Windows\system32\drivers\
WL0003RYA,pcw.sys,C:\Windows\System32\drivers\
WL0003RYA,condrv.sys,C:\Windows\System32\drivers\
WL0003RYA,win32kbase.sys,C:\Windows\System32\
WL0003RYA,ks.sys,C:\Windows\System32\drivers\
WL0003RYA,tbs.sys,C:\Windows\system32\drivers\
WL0003RYA,FLTMGR.SYS,C:\Windows\System32\drivers\
WL0003RYA,rdpvideominiport.sys,C:\Windows\System32\drivers\
WL0003RYA,Wof.sys,C:\Windows\System32\Drivers\
WL0003RYA,gpuenergydrv.sys,C:\Windows\System32\drivers\
WL0003RYA,PSHED.dll,C:\Windows\system32\
WL0003RYA,fwpkclnt.sys,C:\Windows\System32\drivers\
WL0003RYA,rspndr.sys,C:\Windows\system32\drivers\
WL0003RYA,serial.sys,C:\Windows\System32\drivers\
WL0003RYA,clipsp.sys,C:\Windows\System32\drivers\
WL0003RYA,ntosext.sys,C:\Windows\System32\drivers\
WL0003RYA,Msfs.SYS,C:\Windows\System32\Drivers\
WL0003RYA,storport.sys,C:\Windows\System32\drivers\
WL0003RYA,hal.dll,C:\Windows\system32\
WL0003RYA,mslldp.sys,C:\Windows\system32\drivers\
WL0003RYA,watchdog.sys,C:\Windows\System32\drivers\
WL0003RYA,bowser.sys,C:\Windows\system32\DRIVERS\
WL0003RYA,win32k.sys,C:\Windows\System32\
WL0003RYA,HTTP.sys,C:\Windows\system32\drivers\
WL0003RYA,wfplwfs.sys,C:\Windows\System32\drivers\
WL0003RYA,kbdclass.sys,C:\Windows\System32\drivers\
WL0003RYA,pdc.sys,C:\Windows\system32\drivers\
WL0003RYA,WindowsTrustedRT.sys,C:\Windows\system32\drivers\
WL0003RYA,npsvctrig.sys,C:\Windows\System32\drivers\
WL0003RYA,mouclass.sys,C:\Windows\System32\drivers\
WL0003RYA,srvnet.sys,C:\Windows\System32\DRIVERS\
WL0003RYA,HIDPARSE.SYS,C:\Windows\System32\drivers\
WL0003RYA,BasicRender.sys,C:\Windows\System32\drivers\
WL0003RYA,tcpipreg.sys,C:\Windows\System32\drivers\
WL0003RYA,Null.SYS,C:\Windows\System32\Drivers\
WL0003RYA,rdbss.sys,C:\Windows\system32\DRIVERS\
WL0003RYA,pvpanic.sys,C:\Windows\System32\drivers\
WL0003RYA,werkernel.sys,C:\Windows\System32\drivers\
WL0003RYA,spaceport.sys,C:\Windows\System32\drivers\
WL0003RYA,tcpip.sys,C:\Windows\System32\drivers\
WL0003RYA,NETIO.SYS,C:\Windows\system32\DRIVERS\
WL0003RYA,CLASSPNP.SYS,C:\Windows\System32\drivers\
WL0003RYA,disk.sys,C:\Windows\System32\drivers\
WL0003RYA,mssmbios.sys,C:\Windows\System32\drivers\
WL0003RYA,peauth.sys,C:\Windows\system32\drivers\
WL0003RYA,netbios.sys,C:\Windows\system32\drivers\
WL0003RYA,lltdio.sys,C:\Windows\system32\drivers\
WL0003RYA,kdcom.dll,C:\Windows\system
WL0003RYA,volume.sys,C:\Windows\System32\drivers\
WL0003RYA,crashdmp.sys,C:\Windows\System32\Drivers\
WL0005OFU,msisadrv.sys,C:\Windows\system32\drivers\
WL0005OFU,ataport.SYS,C:\Windows\system32\drivers\
WL0005OFU,HDAudBus.sys,C:\Windows\system32\DRIVERS\
WL0005OFU,srv.sys,C:\Windows\System32\DRIVERS\
WL0005OFU,Beep.SYS,C:\Windows\System32\Drivers\
WL0005OFU,rdpbus.sys,C:\Windows\system32\DRIVERS\
WL0005OFU,discache.sys,C:\Windows\System32\drivers\
WL0005OFU,usbohci.sys,C:\Windows\system32\DRIVERS\
WL0005OFU,volsnap.sys,C:\Windows\system32\drivers\
WL0005OFU,wfplwf.sys,C:\Windows\system32\DRIVERS\
WL0005OFU,pci.sys,C:\Windows\system32\drivers\
WL0005OFU,mouclass.sys,C:\Windows\system32\DRIVERS\
WL0005OFU,pcw.sys,C:\Windows\System32\drivers\
WL0005OFU,mrxsmb10.sys,C:\Windows\system32\DRIVERS\
WL0005OFU,rspndr.sys,C:\Windows\system32\DRIVERS\
WL0005OFU,win32k.sys,C:\Windows\System32\
WL0005OFU,vdrvroot.sys,C:\Windows\system32\drivers\
WL0005OFU,bowser.sys,C:\Windows\system32\DRIVERS\
WL0005OFU,raspptp.sys,C:\Windows\system32\DRIVERS\
WL0005OFU,cdfs.sys,C:\Windows\system32\DRIVERS\
WL0005OFU,watchdog.sys,C:\Windows\System32\drivers\
WL0005OFU,HTTP.sys,C:\Windows\system32\drivers\
WL0005OFU,monitor.sys,C:\Windows\system32\DRIVERS\
WL0005OFU,rdprefmp.sys,C:\Windows\system32\drivers\
WL0005OFU,peauth.sys,C:\Windows\system32\drivers\
WL0005OFU,rdbss.sys,C:\Windows\system32\DRIVERS\
WL0005OFU,CLASSPNP.SYS,C:\Windows\system32\drivers\
WL0005OFU,dump_pciidex.sys,C:\Windows\System32\Drivers\
WL0005OFU,disk.sys,C:\Windows\system32\drivers\
WL0005OFU,volmgr.sys,C:\Windows\system32\drivers\
WL0005OFU,WMILIB.SYS,C:\Windows\system32\drivers\
WL0005OFU,netbt.sys,C:\Windows\System32\DRIVERS\
WL0005OFU,ndistapi.sys,C:\Windows\system32\DRIVERS\
WL0005OFU,vmstorfl.sys,C:\Windows\system32\drivers\
WL0005OFU,cdrom.sys,C:\Windows\system32\DRIVERS\
WL0005OFU,tdx.sys,C:\Windows\system32\DRIVERS\
WL0005OFU,hidusb.sys,C:\Windows\system32\DRIVERS\
WL0005OFU,hwpolicy.sys,C:\Windows\System32\drivers\
WL0005OFU,portcls.sys,C:\Windows\system32\drivers\
WL0005OFU,hal.dll,C:\Windows\system32\
WL0005OFU,lltdio.sys,C:\Windows\system32\DRIVERS\
WL0005OFU,mpsdrv.sys,C:\Windows\System32\drivers\
WL0005OFU,NETIO.SYS,C:\Windows\system32\drivers\
WL0005OFU,kbdclass.sys,C:\Windows\system32\DRIVERS\
WL0005OFU,termdd.sys,C:\Windows\system32\DRIVERS\
WL0005OFU,fvevol.sys,C:\Windows\System32\DRIVERS\
WL0005OFU,luafv.sys,C:\Windows\system32\drivers\
WL0005OFU,Dxapi.sys,C:\Windows\System32\drivers\
WL0005OFU,rasl2tp.sys,C:\Windows\system32\DRIVERS\
WL0005OFU,kdcom.dll,C:\Windows\system32\
WL0005OFU,mountmgr.sys,C:\Windows\System32\drivers\
WL0005OFU,Ntfs.sys,C:\Windows\System32\Drivers\
WL0005OFU,blbdrive.sys,C:\Windows\system32\DRIVERS\
WL0005OFU,drmk.sys,C:\Windows\system32\drivers\
WL0005OFU,spsys.sys,C:\Windows\system32\drivers\
WL0005OFU,USBD.SYS,C:\Windows\system32\DRIVERS\
WL0005OFU,mrxsmb.sys,C:\Windows\system32\DRIVERS\
WL0005OFU,volmgrx.sys,C:\Windows\System32\drivers\
WL0005OFU,tcpipreg.sys,C:\Windows\System32\drivers\
WL0005OFU,fwpkclnt.sys,C:\Windows\System32\drivers\
WL0005OFU,vga.sys,C:\Windows\System32\drivers\
WL0005OFU,mcupdate.dll,C:\Windows\system32\mcupdate_Genu
WL0005OFU,BATTC.SYS,C:\Windows\system32\DRIVERS\
WL0005OFU,amdxata.sys,C:\Windows\system32\drivers\
WL0005OFU,RDPCDD.sys,C:\Windows\System32\DRIVERS\
WL0005OFU,Fs_Rec.sys,C:\Windows\System32\Drivers\
WL0005OFU,csc.sys,C:\Windows\system32\drivers\
WL0005OFU,cng.sys,C:\Windows\System32\Drivers\
