arguments,description,descriptivename,hostname,name,path,pathcertificateissuer,pathcertificatesubject,pathmd5sum,pathsignaturedescription,pathsignatureverified,pid
\SystemRoot\System32\drivers\percsas2i.sys,,percsas2i,WW0006CDP,percsas2i,C:\Windows\System32\drivers\percsas2i.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,27082038d537300dac21d96d0870231e,The file is signed and the signature was verified.,true,0
C:\Windows\System32\svchost.exe -k LocalServiceNoNetwork -p,The Diagnostic Policy Service enables problem detection  troubleshooting and resolution for Windows components.  If this service is stopped  diagnostics will no longer function.,Diagnostic Policy Service,WW0006CDP,DPS,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,7ff368d4c6c7992d3e804edfaa2ef193,The file is signed and the signature was verified.,true,3988
\SystemRoot\System32\drivers\ADP80XX.SYS,,ADP80XX,WW0006CDP,ADP80XX,C:\Windows\System32\drivers\adp80xx.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,47734c512042e2138852e949b25d2f5a,The file is signed and the signature was verified.,true,0
system32\DRIVERS\udfs.sys,Reads/Writes UDF 1.02 1.5 2.0x 2.5 disc formats  usually found on C/DVD discs. (Core) (All pieces),udfs,WW0006CDP,udfs,C:\Windows\System32\drivers\udfs.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,2b84601274707531fc5e3eeb273caada,The file is signed and the signature was verified.,true,0
\SystemRoot\system32\DRIVERS\VBoxUSBMon.sys,,VirtualBox USB Monitor Service,WW0006CDP,VBoxUSBMon,C:\Windows\System32\drivers\VBoxUSBMon.sys,VeriSign Class 3 Code Signing 2010 CA,Oracle Corporation,502bb8bec55615b058878ea2794f0c55,The file is signed and the signature was verified.,true,0
C:\Windows\system32\svchost.exe -k netsvcs -p,This service is responsible for loading and unloading user profiles. If this service is stopped or disabled  users will no longer be able to successfully sign in or sign out  apps might have problems getting to users' data  and components registered to receive profile event notifications won't receive them.,User Profile Service,WW0006CDP,ProfSvc,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,7ff368d4c6c7992d3e804edfaa2ef193,The file is signed and the signature was verified.,true,1596
\SystemRoot\System32\drivers\pcmcia.sys,,pcmcia,WW0006CDP,pcmcia,C:\Windows\System32\drivers\pcmcia.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,849496adec63b739a63132001b5e0ed4,The file is signed and the signature was verified.,true,0
C:\Windows\system32\svchost.exe -k ICService -p,Monitors the state of this virtual machine by reporting a heartbeat at regular intervals. This service helps you identify running virtual machines that have stopped responding.,Hyper-V Heartbeat Service,WW0006CDP,vmicheartbeat,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,7ff368d4c6c7992d3e804edfaa2ef193,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\DriverStore\FileRepository\compositebus.inf_amd64_bcb89b3386563bd7\CompositeBus.sys,,Composite Bus Enumerator Driver,WW0006CDP,CompositeBus,C:\Windows\System32\DriverStore\FileRepository\compositebus.inf_amd64_bcb89b3386563bd7\CompositeBus.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,4bc2cbada76d41b7b59d36d249f628d9,The file is signed and the signature was verified.,true,0
C:\Windows\System32\svchost.exe -k LocalServiceNoNetwork -p,Network Connected Devices Auto-Setup service monitors and installs qualified devices that connect to a qualified network. Stopping or disabling this service will prevent Windows from discovering and installing qualified network connected devices automatically. Users can still manually add network connected devices to a PC through the user interface.,Network Connected Devices Auto-Setup,WW0006CDP,NcdAutoSetup,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,7ff368d4c6c7992d3e804edfaa2ef193,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\Drivers\ksecdd.sys,,KSecDD,WW0006CDP,KSecDD,C:\Windows\System32\drivers\ksecdd.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,677a01d9418a4131df78db9fc30d880b,The file is signed and the signature was verified.,true,0
C:\Windows\System32\svchost.exe -k LocalService -p,This service syncs files with the Work Folders server  enabling you to use the files on any of the PCs and devices on which you've set up Work Folders.,Work Folders,WW0006CDP,workfolderssvc,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,7ff368d4c6c7992d3e804edfaa2ef193,The file is signed and the signature was verified.,true,0
C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p,Provides data brokering between applications.,Data Sharing Service,WW0006CDP,DsSvc,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,7ff368d4c6c7992d3e804edfaa2ef193,The file is signed and the signature was verified.,true,11224
\SystemRoot\System32\drivers\3ware.sys,,3ware,WW0006CDP,3ware,C:\Windows\System32\drivers\3ware.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,a5c883c5e8c82d6106f839f913987bc9,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\dxgkrnl.sys,Controls the underlying video driver stacks to provide fully-featured display capabilities.,LDDM Graphics Subsystem,WW0006CDP,DXGKrnl,C:\Windows\System32\drivers\dxgkrnl.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,de92229397e779c8c9edd16155ced2de,The file is signed and the signature was verified.,true,0
C:\Windows\system32\svchost.exe -k WbioSvcGroup,The Windows biometric service gives client applications the ability to capture  compare  manipulate  and store biometric data without gaining direct access to any biometric hardware or samples. The service is hosted in a privileged SVCHOST process.,Windows Biometric Service,WW0006CDP,WbioSrvc,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,7ff368d4c6c7992d3e804edfaa2ef193,The file is signed and the signature was verified.,true,0
system32\drivers\winnat.sys,This service provides network address translation functionality,Windows NAT Driver,WW0006CDP,WinNat,C:\Windows\System32\drivers\winnat.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,b3f47163807d9b65a07468538f5096cb,The file is signed and the signature was verified.,true,0
C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p,Maintains and improves system performance over time.,Superfetch,WW0006CDP,SysMain,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,7ff368d4c6c7992d3e804edfaa2ef193,The file is signed and the signature was verified.,true,2176
C:\Windows\system32\svchost.exe -k netsvcs -p,WAP Push Message Routing Service,dmwappushsvc,WW0006CDP,dmwappushservice,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,7ff368d4c6c7992d3e804edfaa2ef193,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\pci.sys,,PCI Bus Driver,WW0006CDP,pci,C:\Windows\System32\drivers\pci.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,af229b945e533ceaa2b3e152643139fb,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\pmem.sys,,Microsoft persistent memory disk driver,WW0006CDP,pmem,C:\Windows\System32\drivers\pmem.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,9f65e8d7d269d134308e5742515d1584,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\bttflt.sys,,Microsoft Hyper-V VHDPMEM BTT Filter,WW0006CDP,bttflt,C:\Windows\System32\drivers\bttflt.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,aa2e91594792f9dabd772556ef171572,The file is signed and the signature was verified.,true,0
System32\drivers\tunnel.sys,,Microsoft ISATAP Adapter,WW0006CDP,tunnel,C:\Windows\System32\drivers\tunnel.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,f35896906bc05e3e0680845b8a4c17df,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\BTHport.sys,,Bluetooth Port Driver,WW0006CDP,BTHPORT,C:\Windows\System32\drivers\bthport.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,f422fa891e452a606b7f6e7814c86687,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\cht4sx64.sys,,cht4iscsi,WW0006CDP,cht4iscsi,C:\Windows\System32\drivers\cht4sx64.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,3125a1c3655a43e81c045f16ffe421ef,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\Drivers\acpiex.sys,,Microsoft ACPIEx Driver,WW0006CDP,acpiex,C:\Windows\System32\drivers\acpiex.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,56bbd88a27d5604b0a67f46546abcc48,The file is signed and the signature was verified.,true,0
C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p,The WLANSVC service provides the logic required to configure  discover  connect to  and disconnect from a wireless local area network (WLAN) as defined by IEEE 802.11 standards. It also contains the logic to turn your computer into a software access point so that other devices or computers can connect to your computer wirelessly using a WLAN adapter that can support this. Stopping or disabling the WLANSVC service will make all WLAN adapters on your computer inaccessible from the Windows networking UI. It is strongly recommended that you have the WLANSVC service running if your computer has a WLAN adapter.,WLAN AutoConfig,WW0006CDP,WlanSvc,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,7ff368d4c6c7992d3e804edfaa2ef193,The file is signed and the signature was verified.,true,3292
C:\Windows\system32\svchost.exe -k netsvcs -p,Manages Windows Updates. If stopped  your devices will not be able download and install latest udpates.,Update Orchestrator Service,WW0006CDP,UsoSvc,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,7ff368d4c6c7992d3e804edfaa2ef193,The file is signed and the signature was verified.,true,10304
\SystemRoot\System32\drivers\sdbus.sys,,sdbus,WW0006CDP,sdbus,C:\Windows\System32\drivers\sdbus.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,1e8a2916bc93cb4d6135e21d2f71825d,The file is signed and the signature was verified.,true,0
\SystemRoot\system32\DRIVERS\IntcDAud.sys,,Intel(R) Display Audio,WW0006CDP,IntcDAud,C:\Windows\System32\drivers\IntcDAud.sys,Microsoft Windows Third Party Component CA 2012,Microsoft Windows Hardware Compatibility Publisher,9318bbdb22cb71818188d3f1600a8a1f,The file is signed and the signature was verified.,true,0
C:\Windows\system32\fxssvc.exe,Enables you to send and receive faxes  utilizing fax resources available on this computer or on the network.,Fax,WW0006CDP,Fax,C:\Windows\System32\FXSSVC.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,890465f813273a3b793f39a229cffee1,The file is signed and the signature was verified.,true,0
System32\DRIVERS\ndiswan.sys,Remote Access LEGACY NDIS WAN Driver,Remote Access LEGACY NDIS WAN Driver,WW0006CDP,ndiswanlegacy,C:\Windows\System32\drivers\ndiswan.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,ba8ba73040a205a27900dbb3eac63d3c,The file is signed and the signature was verified.,true,0
C:\Windows\system32\svchost.exe -k NetworkService -p,Provides three management services: Catalog Database Service  which confirms the signatures of Windows files and allows new programs to be installed; Protected Root Service  which adds and removes Trusted Root Certification Authority certificates from this computer; and Automatic Root Certificate Update Service  which retrieves root certificates from Windows Update and enable scenarios such as SSL. If this service is stopped  these management services will not function properly. If this service is disabled  any services that explicitly depend on it will fail to start.,Cryptographic Services,WW0006CDP,CryptSvc,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,7ff368d4c6c7992d3e804edfaa2ef193,The file is signed and the signature was verified.,true,4068
System32\Drivers\UcmCx.sys,,USB Connector Manager KMDF Class Extension,WW0006CDP,UcmCx0101,C:\Windows\System32\drivers\UcmCx.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,1bd5361a579a21e224eefed6956ddf0e,The file is signed and the signature was verified.,true,0
C:\Windows\system32\svchost.exe -k LocalServiceNoNetwork -p,Manages communication between system components.,CoreMessaging,WW0006CDP,CoreMessagingRegistrar,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,7ff368d4c6c7992d3e804edfaa2ef193,The file is signed and the signature was verified.,true,1488
C:\Windows\system32\svchost.exe -k netsvcs,Provides infrastructure support for deploying and configuring localized Windows resources. This service is started on demand and  if disabled  additional Windows languages will not be deployed to the system  and Windows may not function properly.,Language Experience Service,WW0006CDP,LxpSvc,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,7ff368d4c6c7992d3e804edfaa2ef193,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\iagpio.sys,,Intel Serial IO GPIO Controller Driver,WW0006CDP,iagpio,C:\Windows\System32\drivers\iagpio.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,afbf663afb92825ed6184c43d563cdfd,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\vwifimp.sys,,Virtual WiFi Miniport Service,WW0006CDP,vwifimp,C:\Windows\System32\drivers\vwifimp.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,e5d8f625cf83074bddcbeda7f43b6025,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\msgpiowin32.sys,,Common Driver for Buttons  DockMode and Laptop/Slate Indicator,WW0006CDP,msgpiowin32,C:\Windows\System32\drivers\msgpiowin32.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,ff1d741ff0e741740ab4dcd656e4386c,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\arcsas.sys,,Adaptec SAS/SATA-II RAID Storport's Miniport Driver,WW0006CDP,arcsas,C:\Windows\System32\drivers\arcsas.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,f9177bd23896ae91d79d3f235e2fc605,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\usbser.sys,,Microsoft USB Serial Driver,WW0006CDP,usbser,C:\Windows\System32\drivers\usbser.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,e903a98f5463bbc7d69cce4e1c4ce753,The file is signed and the signature was verified.,true,0
system32\drivers\cldflt.sys,,Windows Cloud Files Filter Driver,WW0006CDP,CldFlt,C:\Windows\System32\drivers\cldflt.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,ca1ba19a86d28b70de93ede2d23e90ce,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\ipt.sys,,IPT,WW0006CDP,IPT,C:\Windows\System32\drivers\ipt.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,910d399eb1e802b2cbfbf7ba782f35f5,The file is signed and the signature was verified.,true,0
C:\Windows\system32\svchost.exe -k netsvcs -p,Enables the detection  download and installation of device-related software. If this service is disabled  devices may be configured with outdated software  and may not work correctly.,Device Setup Manager,WW0006CDP,DsmSvc,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,7ff368d4c6c7992d3e804edfaa2ef193,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\iaLPSS2i_I2C_BXT_P.sys,,Intel(R) Serial IO I2C Driver v2,WW0006CDP,iaLPSS2i_I2C_BXT_P,C:\Windows\System32\drivers\iaLPSS2i_I2C_BXT_P.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,9ae6829eed6735169eb9e2782dd07ebe,The file is signed and the signature was verified.,true,0
C:\Windows\system32\svchost.exe -k netsvcs -p,Provides a common interface and object model to access management information about operating system  devices  applications and services. If this service is stopped  most Windows-based software will not function properly. If this service is disabled  any services that explicitly depend on it will fail to start.,Windows Management Instrumentation,WW0006CDP,Winmgmt,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,7ff368d4c6c7992d3e804edfaa2ef193,The file is signed and the signature was verified.,true,4128
C:\Windows\System32\svchost.exe -k LocalServicePeerNet,This service publishes a machine name using the Peer Name Resolution Protocol.  Configuration is managed via the netsh context 'p2p pnrp peer' ,PNRP Machine Name Publication Service,WW0006CDP,PNRPAutoReg,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,7ff368d4c6c7992d3e804edfaa2ef193,The file is signed and the signature was verified.,true,0
C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted -p,This service manages events and event logs. It supports logging events  querying events  subscribing to events  archiving event logs  and managing event metadata. It can display events in both XML and plain text format. Stopping this service may compromise security and reliability of the system.,Windows Event Log,WW0006CDP,EventLog,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,7ff368d4c6c7992d3e804edfaa2ef193,The file is signed and the signature was verified.,true,2028
\SystemRoot\System32\drivers\umbus.sys,,UMBus Enumerator Driver,WW0006CDP,umbus,C:\Windows\System32\drivers\umbus.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,d05ffa0175faed903206f1c445953528,The file is signed and the signature was verified.,true,0
C:\Windows\system32\svchost.exe -k LocalService,Enforces parental controls for child accounts in Windows. If this service is stopped or disabled  parental controls may not be enforced.,Parental Controls,WW0006CDP,WpcMonSvc,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,7ff368d4c6c7992d3e804edfaa2ef193,The file is signed and the signature was verified.,true,0
C:\Windows\system32\SgrmBroker.exe,Monitors and attests to the integrity of the Windows platform.,System Guard Runtime Monitor Broker,WW0006CDP,SgrmBroker,C:\Windows\System32\SgrmBroker.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,445476b034c5c75f5ce7f1181dbde773,The file is signed and the signature was verified.,true,10208
\SystemRoot\System32\drivers\mountmgr.sys,Driver responsible with maintaining persistent drive letters and names for volumes,Mount Point Manager,WW0006CDP,mountmgr,C:\Windows\System32\drivers\mountmgr.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,cf28b439a2fa34c71144d6c6d0c98529,The file is signed and the signature was verified.,true,0
C:\Windows\system32\locator.exe,In Windows 2003 and earlier versions of Windows  the Remote Procedure Call (RPC) Locator service manages the RPC name service database. In Windows Vista and later versions of Windows  this service does not provide any functionality and is present for application compatibility.,Remote Procedure Call (RPC) Locator,WW0006CDP,RpcLocator,C:\Windows\System32\Locator.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,8148aa05f4d65c6ca233aebf34661df2,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\MTConfig.sys,,Microsoft Input Configuration Driver,WW0006CDP,MTConfig,C:\Windows\System32\drivers\MTConfig.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,a22c407b2452c0215be9f52ba61d4ca0,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\sermouse.sys,,Serial Mouse Driver,WW0006CDP,sermouse,C:\Windows\System32\drivers\sermouse.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,3809342bad722f9996c9dabf308d1ce6,The file is signed and the signature was verified.,true,0
system32\drivers\dam.sys,Controls activity of desktop applications,Desktop Activity Moderator Driver,WW0006CDP,dam,C:\Windows\System32\drivers\dam.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,3ea8f9fe054ea6e850f4595781d0a6e8,The file is signed and the signature was verified.,true,0
\SystemRoot\system32\drivers\CHDRT64.sys,,Conexant UAA Function Driver for High Definition Audio Service,WW0006CDP,CnxtHdAudService,C:\Windows\System32\drivers\CHDRT64.sys,Microsoft Windows Third Party Component CA 2012,Microsoft Windows Hardware Compatibility Publisher,7220f834dfa9af3777db24c274cd6a07,The file is signed and the signature was verified.,true,0
C:\Windows\SysWOW64\esif_uf.exe,ESIF Upper Framework Service,ESIF Upper Framework Service,WW0006CDP,esifsvc,C:\Windows\SysWOW64\esif_uf.exe,Microsoft Windows Hardware Compatibility PCA,Microsoft Windows Hardware Compatibility Publisher,c2bcdd4001ba84a7ee3dea6525c18a17,The file is signed and the signature was verified.,true,3500
C:\Windows\system32\svchost.exe -k PrintWorkflow,Print Workflow,PrintWorkflow_18c5e082,WW0006CDP,PrintWorkflowUserSvc_18c5e082,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,7ff368d4c6c7992d3e804edfaa2ef193,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\umpass.sys,,Microsoft UMPass Driver,WW0006CDP,UmPass,C:\Windows\System32\drivers\umpass.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,ce7b65696c093ace245c665d56135bde,The file is signed and the signature was verified.,true,0
system32\drivers\SerCx2.sys,,Serial UART Support Library,WW0006CDP,SerCx2,C:\Windows\System32\drivers\SerCx2.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,93ccc55f57076fb0e8ecd82afd1289e0,The file is signed and the signature was verified.,true,0
C:\Windows\System32\svchost.exe -k NetworkService -p,Provides Telephony API (TAPI) support for programs that control telephony devices on the local computer and  through the LAN  on servers that are also running the service.,Telephony,WW0006CDP,TapiSrv,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,7ff368d4c6c7992d3e804edfaa2ef193,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\spaceport.sys,,Storage Spaces Driver,WW0006CDP,spaceport,C:\Windows\System32\drivers\spaceport.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,a2d9b86c91b436e000ce340e7db5635f,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\xboxgip.sys,Xbox Game Input Protocol Driver,Xbox Game Input Protocol Driver,WW0006CDP,xboxgip,C:\Windows\System32\drivers\xboxgip.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,dab5813dafcb1c0d0bb3ebf24b542f07,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\vmgencounter.sys,,Microsoft Hyper-V Generation Counter,WW0006CDP,gencounter,C:\Windows\System32\drivers\vmgencounter.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,63cef535436de51ccdeae422b5cefc53,The file is signed and the signature was verified.,true,0
System32\drivers\bridge.sys,Microsoft MAC Bridge,Microsoft MAC Bridge,WW0006CDP,MsBridge,C:\Windows\System32\drivers\bridge.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,a267320c7d7e8095c5f1e27fb72c8f31,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\BasicDisplay.sys,,BasicDisplay,WW0006CDP,BasicDisplay,C:\Windows\System32\drivers\BasicDisplay.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,c740647e2d1f88be015eac816ada058c,The file is signed and the signature was verified.,true,0
C:\Windows\system32\wbem\WmiApSrv.exe,Provides performance library information from Windows Management Instrumentation (WMI) providers to clients on the network. This service only runs when Performance Data Helper is activated.,WMI Performance Adapter,WW0006CDP,wmiApSrv,C:\Windows\System32\wbem\WmiApSrv.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,b82a75978a2535db0ddd2ca38be5f9c3,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\DriverStore\FileRepository\igdlh64.inf_amd64_12cbd645391cbdcb\igdkmd64.sys,,igfx,WW0006CDP,igfx,C:\Windows\System32\DriverStore\FileRepository\igdlh64.inf_amd64_12cbd645391cbdcb\igdkmd64.sys,Microsoft Windows Hardware Compatibility PCA,Microsoft Windows Hardware Compatibility Publisher,d621b4639ffe65219afe1efd7b7c705d,The file is signed and the signature was verified.,true,0
C:\Windows\system32\svchost.exe -k netsvcs -p,This service is used by Web Account Manager to provide single-sign-on to apps and services.,Web Account Manager,WW0006CDP,TokenBroker,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,7ff368d4c6c7992d3e804edfaa2ef193,The file is signed and the signature was verified.,true,6028
\SystemRoot\System32\drivers\vstxraid.sys,,VIA StorX Storage RAID Controller Windows Driver,WW0006CDP,VSTXRAID,C:\Windows\System32\drivers\VSTXRAID.SYS,Microsoft Windows Production PCA 2011,Microsoft Windows,d72055cc454b9bdb5b44b57688a80db9,The file is signed and the signature was verified.,true,0
C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p,Provides a mechanism to exchange data between the virtual machine and the operating system running on the physical computer.,Hyper-V Data Exchange Service,WW0006CDP,vmickvpexchange,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,7ff368d4c6c7992d3e804edfaa2ef193,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\HidBatt.sys,,HID UPS Battery Driver,WW0006CDP,HidBatt,C:\Windows\System32\drivers\hidbatt.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,b1ee279d8a42c2d78d98c73b27de9a89,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\iaLPSS2i_GPIO2_BXT_P.sys,,Intel(R) Serial IO GPIO Driver v2,WW0006CDP,iaLPSS2i_GPIO2_BXT_P,C:\Windows\System32\drivers\iaLPSS2i_GPIO2_BXT_P.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,beaf3156090a92e420122139fef064d4,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\lsi_sss.sys,,LSI_SSS,WW0006CDP,LSI_SSS,C:\Windows\System32\drivers\lsi_sss.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,435b926141869bdb4f67fb21b4cd5f7c,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\uaspstor.sys,,USB Attached SCSI (UAS) Driver,WW0006CDP,UASPStor,C:\Windows\System32\drivers\uaspstor.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,3f0babc991d63194c0a921a4a0db6a92,The file is signed and the signature was verified.,true,0
C:\Windows\system32\svchost.exe -k LocalService -p,Manages payments and Near Field Communication (NFC) based secure elements.,Payments and NFC/SE Manager,WW0006CDP,SEMgrSvc,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,7ff368d4c6c7992d3e804edfaa2ef193,The file is signed and the signature was verified.,true,1908
system32\DRIVERS\ipfltdrv.sys,IP Traffic Filter Driver,IP Traffic Filter Driver,WW0006CDP,IpFilterDriver,C:\Windows\System32\drivers\ipfltdrv.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,14a8cd02e9a19dd63be017e4f5e68495,The file is signed and the signature was verified.,true,0
System32\DRIVERS\rasacd.sys,Remote Access Auto Connection Driver,Remote Access Auto Connection Driver,WW0006CDP,RasAcd,C:\Windows\System32\drivers\rasacd.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,94c39a138f19588d04a44d45e45ddb3a,The file is signed and the signature was verified.,true,0
C:\Windows\system32\svchost.exe -k netsvcs -p,Enables a user to configure and schedule automated tasks on this computer. The service also hosts multiple Windows system-critical tasks. If this service is stopped or disabled  these tasks will not be run at their scheduled times. If this service is disabled  any services that explicitly depend on it will fail to start.,Task Scheduler,WW0006CDP,Schedule,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,7ff368d4c6c7992d3e804edfaa2ef193,The file is signed and the signature was verified.,true,1496
\SystemRoot\system32\drivers\irda.sys,,irda,WW0006CDP,irda,C:\Windows\System32\drivers\irda.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,2c6ad7458e2da7521e17e21911241422,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\circlass.sys,,Consumer IR Devices,WW0006CDP,circlass,C:\Windows\System32\drivers\circlass.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,9ffb8bf84ce26961834563f193b92e59,The file is signed and the signature was verified.,true,0
C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p,Launches applications associated with still image acquisition events.,Still Image Acquisition Events,WW0006CDP,WiaRpc,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,7ff368d4c6c7992d3e804edfaa2ef193,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\Drivers\cng.sys,,CNG,WW0006CDP,CNG,C:\Windows\System32\drivers\cng.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,022fc8f6f5b661a1305c362f3dfb6b03,The file is signed and the signature was verified.,true,0
