arguments,description,descriptivename,hostname,md5,name,path,pathcertificateissuer,pathcertificatesubject,pathsignaturedescription,pathsignatureexists,pathsignatureverified,servicedll,type
\SystemRoot\system32\drivers\ws2ifsl.sys,Winsock IFS Driver,Winsock IFS Driver,WL0003RHG,ae1288a62d7e27f00a43b9ebc8635b2d,ws2ifsl,C:\Windows\System32\drivers\ws2ifsl.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
C:\Windows\System32\alg.exe,Provides support for 3rd party protocol plug-ins for Internet Connection Sharing,Application Layer Gateway Service,WL0003RHG,b1056cc5f4de3a4d776b41e70068c10c,ALG,C:\Windows\System32\alg.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_WIN32_OWN_PROCESS
\SystemRoot\System32\drivers\vmgid.sys,,Microsoft Hyper-V Guest Infrastructure Driver,WL0003RHG,e1c7fdbb2319df214a13e8174c23bf72,vmgid,C:\Windows\System32\drivers\vmgid.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
\SystemRoot\System32\drivers\intelppm.sys,,Intel Processor Driver,WL0003RHG,772ab2f3d01bc88b2d4a4f7a96109932,intelppm,C:\Windows\System32\drivers\intelppm.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
\SystemRoot\System32\drivers\NdisVirtualBus.sys,,Microsoft Virtual Network Adapter Enumerator,WL0003RHG,531a1711e0aebaeb61f3a99583308534,NdisVirtualBus,C:\Windows\System32\drivers\NdisVirtualBus.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
C:\Windows\System32\svchost.exe -k UnistackSvcGroup,Handles storage of structured user data  including contact info  calendars  messages  and other content. If you stop or disable this service  apps that use this data might not work correctly.,User Data Storage_6934d,WL0003RHG,c8434b0e07e786821694d41c2e72a987,UnistoreSvc_6934d,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_WIN32_SHARE_PROCESS
\SystemRoot\System32\drivers\vioscsi.sys,,vioscsi,WL0003RHG,8ef57b39c978e04b981a1864dbf699e0,vioscsi,C:\Windows\System32\drivers\vioscsi.sys,Symantec Class 3 SHA256 Code Signing CA,Google Inc,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
C:\Windows\system32\svchost.exe -k defragsvc,Helps the computer run more efficiently by optimizing files on storage drives.,Optimize drives,WL0003RHG,c8434b0e07e786821694d41c2e72a987,defragsvc,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,C:\Windows\System32\defragsvc.dll,SERVICE_WIN32_OWN_PROCESS
C:\Windows\System32\snmptrap.exe,Receives trap messages generated by local or remote Simple Network Management Protocol (SNMP) agents and forwards the messages to SNMP management programs running on this computer. If this service is stopped  SNMP-based programs on this computer will not receive SNMP trap messages. If this service is disabled  any services that explicitly depend on it will fail to start.,SNMP Trap,WL0003RHG,f6ec69f01e997b6a9afa5119f00a171b,SNMPTRAP,C:\Windows\System32\snmptrap.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_WIN32_OWN_PROCESS
\SystemRoot\system32\drivers\pdc.sys,Power Dependency Coordinator Driver,pdc,WL0003RHG,d0785a9bc48b2b6003303a7e8916d7ce,pdc,C:\Windows\System32\drivers\pdc.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
C:\Windows\System32\spoolsv.exe,This service spools print jobs and handles interaction with the printer.  If you turn off this service  you wonâ€™t be able to print or see your printers.,Print Spooler,WL0003RHG,ca1254654178d7d937785d6a71a00cee,Spooler,C:\Windows\System32\spoolsv.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_WIN32_OWN_PROCESS
\SystemRoot\system32\drivers\aswbuniva.sys,,aswbuniv,WL0003RHG,8a5118e2dd0d5c6bdb563092c017a453,aswbuniv,C:\Windows\System32\drivers\aswbuniva.sys,DigiCert High Assurance Code Signing CA-1,AVAST Software s.r.o.,The file is signed and the signature was verified.,true,true,,SERVICE_FILE_SYSTEM_DRIVER
\SystemRoot\System32\drivers\msisadrv.sys,,msisadrv,WL0003RHG,f98c984eac76d2f40d2a0a501927205e,msisadrv,C:\Windows\System32\drivers\msisadrv.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
\SystemRoot\System32\drivers\tpm.sys,TPM Driver,TPM,WL0003RHG,7f5ba8ba357faabe59bc3d95c69f146e,TPM,C:\Windows\System32\drivers\tpm.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
system32\drivers\modem.sys,,Modem,WL0003RHG,cf1b2348609a548e792d95b9cc15b245,Modem,C:\Windows\System32\drivers\modem.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted,Coordinates the communications that are required to use Volume Shadow Copy Service to back up applications and data on this virtual machine from the operating system on the physical computer.,Hyper-V Volume Shadow Copy Requestor,WL0003RHG,c8434b0e07e786821694d41c2e72a987,vmicvss,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,C:\Windows\System32\icsvcext.dll,SERVICE_WIN32_SHARE_PROCESS
C:\Windows\system32\svchost.exe -k LocalServiceNoNetwork,Windows Firewall helps protect your computer by preventing unauthorized users from gaining access to your computer through the Internet or a network.,Windows Firewall,WL0003RHG,c8434b0e07e786821694d41c2e72a987,MpsSvc,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,C:\Windows\System32\MPSSVC.dll,SERVICE_WIN32_SHARE_PROCESS
\SystemRoot\system32\drivers\aswbloga.sys,,aswblog,WL0003RHG,59c929919fdacb921d362732a83311b0,aswblog,C:\Windows\System32\drivers\aswbloga.sys,DigiCert High Assurance Code Signing CA-1,AVAST Software s.r.o.,The file is signed and the signature was verified.,true,true,,SERVICE_FILE_SYSTEM_DRIVER
system32\drivers\aswHwid.sys,,aswHwid,WL0003RHG,a6c9be3dc34c229e0a1f52703a21d1a0,aswHwid,C:\Windows\System32\drivers\aswHwid.sys,DigiCert High Assurance Code Signing CA-1,AVAST Software s.r.o.,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
\SystemRoot\System32\drivers\rdpbus.sys,,Remote Desktop Device Redirector Bus Driver,WL0003RHG,778b1a4a9a5d77638b781e45aa20f49a,rdpbus,C:\Windows\System32\drivers\rdpbus.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
\SystemRoot\System32\drivers\wfplwfs.sys,Microsoft Windows Filtering Platform,Microsoft Windows Filtering Platform,WL0003RHG,f06b9f62a7dee38b761303f8651761a7,WFPLWFS,C:\Windows\System32\drivers\wfplwfs.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
\SystemRoot\system32\drivers\aswVmm.sys,,aswVmm,WL0003RHG,f90b959fb3817b1c46585d8c57e13954,aswVmm,C:\Windows\System32\drivers\aswVmm.sys,DigiCert High Assurance Code Signing CA-1,AVAST Software s.r.o.,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
System32\DRIVERS\srv2.sys,Enables connectivity from Windows Vista and later clients,Server SMB 2.xxx Driver,WL0003RHG,0b69a83f82051817440bb82fd3b82a02,srv2,C:\Windows\System32\drivers\srv2.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_FILE_SYSTEM_DRIVER
\SystemRoot\System32\drivers\isapnp.sys,,isapnp,WL0003RHG,6763f05fda0a3d16fabe1fb64353d71d,isapnp,C:\Windows\System32\drivers\isapnp.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted,Registers and updates IP addresses and DNS records for this computer. If this service is stopped  this computer will not receive dynamic IP addresses and DNS updates. If this service is disabled  any services that explicitly depend on it will fail to start.,DHCP Client,WL0003RHG,c8434b0e07e786821694d41c2e72a987,Dhcp,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,C:\Windows\System32\dhcpcore.dll,SERVICE_WIN32_SHARE_PROCESS
\SystemRoot\System32\drivers\iaStorAV.sys,,Intel(R) SATA RAID Controller Windows,WL0003RHG,b7ed3bb7d431cf43dd082e2d894908ca,iaStorAV,C:\Windows\System32\drivers\iaStorAV.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
\SystemRoot\System32\drivers\amdk8.sys,,AMD K8 Processor Driver,WL0003RHG,7cee869c1c9ebf57abfdd3c336628694,AmdK8,C:\Windows\System32\drivers\amdk8.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
\SystemRoot\System32\drivers\amdsata.sys,,amdsata,WL0003RHG,d1e37518140a17dfbc6e5ef6ba1b3696,amdsata,C:\Windows\System32\drivers\amdsata.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
system32\drivers\csc.sys,Allows network files to be used while the local computer is offline.,Offline Files Driver,WL0003RHG,6e6cca1984565134e7e1db9af4a6859b,CSC,C:\Windows\System32\drivers\csc.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
\SystemRoot\System32\drivers\pciide.sys,,pciide,WL0003RHG,0db96cfbec6757dede385404bc454eb2,pciide,C:\Windows\System32\drivers\pciide.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
\SystemRoot\System32\drivers\HpSAMD.sys,,HpSAMD,WL0003RHG,ffd5032dcb23e6b856f2987bab7db582,HpSAMD,C:\Windows\System32\drivers\HpSAMD.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
system32\drivers\peauth.sys,,PEAUTH,WL0003RHG,5c571d5ca94714d7c5eb79512003e0d0,PEAUTH,C:\Windows\System32\drivers\PEAuth.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
C:\Windows\system32\dllhost.exe /Processid:{02D4B3F1-FD88-11D1-960D-00805FC79235},Manages the configuration and tracking of Component Object Model (COM)+-based components. If the service is stopped  most COM+-based components will not function properly. If this service is disabled  any services that explicitly depend on it will fail to start.,COM+ System Application,WL0003RHG,32cc2ae322282d7e07871ca0856f6804,COMSysApp,C:\Windows\System32\dllhost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_WIN32_OWN_PROCESS
system32\drivers\tsusbflt.sys,Remote Desktop USB Hub Class Filter Driver,TsUsbFlt,WL0003RHG,37670ed4a78363c13c3e32a194ac6d38,TsUsbFlt,C:\Windows\System32\drivers\TsUsbFlt.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
\SystemRoot\System32\drivers\elxfcoe.sys,,elxfcoe,WL0003RHG,98be1e4b4167015feb48f6b98fdef5c3,elxfcoe,C:\Windows\System32\drivers\elxfcoe.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
\SystemRoot\System32\drivers\pcmcia.sys,,pcmcia,WL0003RHG,7383eefe6e50f493e97724048c63cc46,pcmcia,C:\Windows\System32\drivers\pcmcia.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
\SystemRoot\System32\drivers\iaLPSSi_I2C.sys,,Intel(R) Serial IO I2C Controller Driver,WL0003RHG,2483733aa3408c7e27a1501984dffab1,iaLPSSi_I2C,C:\Windows\System32\drivers\iaLPSSi_I2C.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted,Enforces group policy for removable mass-storage devices. Enables applications such as Windows Media Player and Image Import Wizard to transfer and synchronize content using removable mass-storage devices.,Portable Device Enumerator Service,WL0003RHG,c8434b0e07e786821694d41c2e72a987,WPDBusEnum,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,C:\Windows\System32\wpdbusenum.dll,SERVICE_WIN32_SHARE_PROCESS
\SystemRoot\System32\drivers\uaspstor.sys,,USB Attached SCSI (UAS) Driver,WL0003RHG,7332ea3da897a979e7a301ed8b2377d4,UASPStor,C:\Windows\System32\drivers\uaspstor.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
C:\Windows\system32\svchost.exe -k appmodel,Provides required infrastructure support for the application model.,State Repository Service,WL0003RHG,c8434b0e07e786821694d41c2e72a987,StateRepository,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,C:\Windows\System32\windows.staterepository.dll,SERVICE_WIN32_SHARE_PROCESS
C:\Windows\System32\svchost.exe -k netsvcs,Offers routing services to businesses in local area and wide area network environments.,Routing and Remote Access,WL0003RHG,c8434b0e07e786821694d41c2e72a987,RemoteAccess,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,C:\Windows\System32\mprdim.dll,SERVICE_WIN32_SHARE_PROCESS
System32\DRIVERS\netbt.sys,This service implements NetBios over TCP/IP.,NetBT,WL0003RHG,22c73e7a34b7aad15c4eb005d92046c5,NetBT,C:\Windows\System32\drivers\netbt.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
C:\Windows\system32\svchost.exe -k LocalService,WinHTTP implements the client HTTP stack and provides developers with a Win32 API and COM Automation component for sending HTTP requests and receiving responses. In addition  WinHTTP provides support for auto-discovering a proxy configuration via its implementation of the Web Proxy Auto-Discovery (WPAD) protocol.,WinHTTP Web Proxy Auto-Discovery Service,WL0003RHG,c8434b0e07e786821694d41c2e72a987,WinHttpAutoProxySvc,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,C:\Windows\System32\winhttp.dll,SERVICE_WIN32_SHARE_PROCESS
system32\drivers\nsiproxy.sys,NSI Proxy Service,NSI Proxy Service Driver,WL0003RHG,b0ee5695f2eb69f7680f1f39f09276fc,nsiproxy,C:\Windows\System32\drivers\nsiproxy.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
C:\Windows\system32\svchost.exe -k netsvcs,Copies user certificates and root certificates from smart cards into the current user's certificate store  detects when a smart card is inserted into a smart card reader  and  if needed  installs the smart card Plug and Play minidriver.,Certificate Propagation,WL0003RHG,c8434b0e07e786821694d41c2e72a987,CertPropSvc,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,C:\Windows\System32\certprop.dll,SERVICE_WIN32_SHARE_PROCESS
\SystemRoot\System32\drivers\processr.sys,,Processor Driver,WL0003RHG,42b7cc1d89b4ab6c580e0e591714ffc7,Processor,C:\Windows\System32\drivers\processr.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
System32\DRIVERS\cnghwassist.sys,CNG Hardware Assist algorithm provider,CNG Hardware Assist algorithm provider,WL0003RHG,5cef6ddd9f59dbb6e250e1ffa9ebfe22,cnghwassist,C:\Windows\System32\drivers\cnghwassist.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
\SystemRoot\System32\drivers\swenum.sys,,Software Bus Driver,WL0003RHG,98c4fbed5c21420116a1cdf4d0a6aabc,swenum,C:\Windows\System32\drivers\swenum.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
\SystemRoot\system32\drivers\AppvVfs.sys,Microsoft App-V VFS Mini-Filter Driver,AppvVfs,WL0003RHG,697c398ed9e53fcaffbe20130d9634e3,AppvVfs,C:\Windows\System32\drivers\AppvVfs.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_FILE_SYSTEM_DRIVER
C:\Windows\system32\svchost.exe -k appmodel,Enables enterprise application management.,Enterprise App Management Service,WL0003RHG,c8434b0e07e786821694d41c2e72a987,EntAppSvc,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,C:\Windows\System32\EnterpriseAppMgmtSvc.dll,SERVICE_WIN32_SHARE_PROCESS
\SystemRoot\System32\drivers\lsi_sas.sys,,LSI_SAS,WL0003RHG,e5d5f88e95a2bbcab393bb69651e522c,LSI_SAS,C:\Windows\System32\drivers\lsi_sas.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted,Provides a mechanism to manage virtual machine with PowerShell via VM session without a virtual network.,Hyper-V PowerShell Direct Service,WL0003RHG,c8434b0e07e786821694d41c2e72a987,vmicvmsession,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,C:\Windows\System32\icsvc.dll,SERVICE_WIN32_SHARE_PROCESS
system32\drivers\HTTP.sys,HTTP Service,HTTP Service,WL0003RHG,67882424def9519cc421855ec5a263f8,HTTP,C:\Windows\System32\drivers\http.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
C:\Windows\system32\svchost.exe -k netsvcs,Allows the system to be configured to lock the user desktop upon smart card removal.,Smart Card Removal Policy,WL0003RHG,c8434b0e07e786821694d41c2e72a987,SCPolicySvc,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,C:\Windows\System32\certprop.dll,SERVICE_WIN32_SHARE_PROCESS
C:\Windows\system32\svchost.exe -k netsvcs,Enables the detection  download and installation of device-related software. If this service is disabled  devices may be configured with outdated software  and may not work correctly.,Device Setup Manager,WL0003RHG,c8434b0e07e786821694d41c2e72a987,DsmSvc,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,C:\Windows\System32\DeviceSetupManager.dll,SERVICE_WIN32_SHARE_PROCESS
C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted,Manages audio devices for the Windows Audio service.  If this service is stopped  audio devices and effects will not function properly.  If this service is disabled  any services that explicitly depend on it will fail to start,Windows Audio Endpoint Builder,WL0003RHG,c8434b0e07e786821694d41c2e72a987,AudioEndpointBuilder,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,C:\Windows\System32\AudioEndpointBuilder.dll,SERVICE_WIN32_SHARE_PROCESS
C:\Windows\system32\svchost.exe -k LocalService,Provides support for the Secure Socket Tunneling Protocol (SSTP) to connect to remote computers using VPN. If this service is disabled  users will not be able to use SSTP to access remote servers.,Secure Socket Tunneling Protocol Service,WL0003RHG,c8434b0e07e786821694d41c2e72a987,SstpSvc,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,C:\Windows\System32\sstpsvc.dll,SERVICE_WIN32_SHARE_PROCESS
\SystemRoot\System32\drivers\3ware.sys,,3ware,WL0003RHG,a04617af128ecaa0388c7d67905d2e4d,3ware,C:\Windows\System32\drivers\3ware.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
\SystemRoot\System32\drivers\dmvsc.sys,,dmvsc,WL0003RHG,110a3ff300e19aefacd3ba266f9f2491,dmvsc,C:\Windows\System32\drivers\dmvsc.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
C:\Windows\system32\svchost.exe -k LocalService,This service is used for Connected Devices and Universal Glass scenarios,Connected Devices Platform Service,WL0003RHG,c8434b0e07e786821694d41c2e72a987,CDPSvc,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,C:\Windows\System32\cdpsvc.dll,SERVICE_WIN32_SHARE_PROCESS
System32\DRIVERS\ndiswan.sys,Remote Access LEGACY NDIS WAN Driver,Remote Access LEGACY NDIS WAN Driver,WL0003RHG,4d877b5b7453a2bbaeabdae5b9661a9f,ndiswanlegacy,C:\Windows\System32\drivers\ndiswan.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
C:\Windows\System32\svchost.exe -k smbsvcs,Supports file  print  and named-pipe sharing over the network for this computer. If this service is stopped  these functions will be unavailable. If this service is disabled  any services that explicitly depend on it will fail to start.,Server,WL0003RHG,c8434b0e07e786821694d41c2e72a987,LanmanServer,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,C:\Windows\System32\srvsvc.dll,SERVICE_WIN32_SHARE_PROCESS
C:\Windows\system32\svchost.exe -k LocalService,Automatically sets the system time zone.,Auto Time Zone Updater,WL0003RHG,c8434b0e07e786821694d41c2e72a987,tzautoupdate,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,C:\Windows\System32\tzautoupdate.dll,SERVICE_WIN32_SHARE_PROCESS
C:\Windows\System32\svchost.exe -k utcsvc,The Connected User Experiences and Telemetry service enables features that support in-application and connected user experiences. Additionally  this service manages the event driven collection and transmission of diagnostic and usage information (used to improve the experience and quality of the Windows Platform) when the diagnostics and usage privacy option settings are enabled under Feedback and Diagnostics.,Connected User Experiences and Telemetry,WL0003RHG,c8434b0e07e786821694d41c2e72a987,DiagTrack,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,C:\Windows\System32\diagtrack.dll,SERVICE_WIN32_OWN_PROCESS
C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted,Provides an interface for the Hyper-V hypervisor to provide per-partition performance counters to the host operating system.,HV Host Service,WL0003RHG,c8434b0e07e786821694d41c2e72a987,HvHost,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,C:\Windows\System32\hvhostsvc.dll,SERVICE_WIN32_SHARE_PROCESS
C:\Windows\system32\svchost.exe -k UnistackSvcGroup,,CDPUserSvc_6934d,WL0003RHG,c8434b0e07e786821694d41c2e72a987,CDPUserSvc_6934d,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_WIN32_SHARE_PROCESS
\SystemRoot\System32\drivers\stexstor.sys,,stexstor,WL0003RHG,f16b5f13de5f690259aeb587c4b7b304,stexstor,C:\Windows\System32\drivers\stexstor.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
\SystemRoot\System32\drivers\usbccgp.sys,,Microsoft USB Generic Parent Driver,WL0003RHG,63b02eea9acd416ecade2b5de90a7111,usbccgp,C:\Windows\System32\drivers\usbccgp.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
\SystemRoot\system32\drivers\qwavedrv.sys,Quality Windows Audio/Video Experience component driver,QWAVE driver,WL0003RHG,2635cd4413ee3c289facbb0362841f11,QWAVEdrv,C:\Windows\System32\drivers\qwavedrv.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
C:\Windows\System32\svchost.exe -k appmodel,Hosts objects used by clients of the wallet,WalletService,WL0003RHG,c8434b0e07e786821694d41c2e72a987,WalletService,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,C:\Windows\System32\WalletService.dll,SERVICE_WIN32_SHARE_PROCESS
C:\Windows\system32\svchost.exe -k ICService,Provides a platform for communication between the virtual machine and the operating system running on the physical computer.,Hyper-V Remote Desktop Virtualization Service,WL0003RHG,c8434b0e07e786821694d41c2e72a987,vmicrdv,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,C:\Windows\System32\icsvcext.dll,SERVICE_WIN32_SHARE_PROCESS
\SystemRoot\system32\drivers\fltmgr.sys,File System Filter Manager Driver,FltMgr,WL0003RHG,b41c95108cc29eb00973b59ed2027e1b,FltMgr,C:\Windows\System32\drivers\fltMgr.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_FILE_SYSTEM_DRIVER
\SystemRoot\System32\drivers\spaceport.sys,,Storage Spaces Driver,WL0003RHG,20cee8e26b028baa851cf5fa94dbcfe6,spaceport,C:\Windows\System32\drivers\spaceport.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
\SystemRoot\System32\drivers\cht4vx64.sys,,Chelsio Virtual Bus Driver,WL0003RHG,fe197439a0925fbfc7cbeddf3aa4a3be,cht4vbd,C:\Windows\System32\drivers\cht4vx64.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
\SystemRoot\System32\drivers\usbohci.sys,,Microsoft USB Open Host Controller Miniport Driver,WL0003RHG,85fcaf352c51ba718b3bfc2e8d4a70f8,usbohci,C:\Windows\System32\drivers\usbohci.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
